result_id,study,trial_id,comparison_id,intervention,comparator,modality,comparator_class,family,outcome,window,population,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,unit,data_type,source_location,source_quote,source_pdf,source_sha256,source_qc,legacy_eligibility,decision,rationale,models,factor,comparator_class_v34,comparator_adjudication
V33-OD-0233,Guo 2023,Guo_2023,GUO23_PAINPOD1,Perioperative TEAS,Sham/no-current TEAS,TEAS,Sham,Pain,NRS pain intensity,POD1,Outcome-specific analyzed population,55.0,55.0,,,,,,,NRS,Graph-only continuous data,Figure 3B,,retrieved_pdfs/006_guo_2023.pdf,939a5c0639ee8f9d570b5f1de578831009fb452fc1caabbb1c7879faf8849434,Exact means/SDs are figure-only,GRAPH ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0234,Guo 2023,Guo_2023,GUO23_OPIOID24,Perioperative TEAS,Sham/no-current TEAS,TEAS,Sham,Opioid consumption,Actual postoperative sufentanil consumption,0-24 h,Outcome-specific analyzed population,55.0,55.0,,,,,,,µg sufentanil,Not reported,Postoperative PCIA section,,retrieved_pdfs/006_guo_2023.pdf,939a5c0639ee8f9d570b5f1de578831009fb452fc1caabbb1c7879faf8849434,PCIA prescription is reported but actual delivered 24-h/48-h sufentanil is not,NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0235,Grech 2016,Grech_2016,GRECH16_EA_vs_CTRL_PACU_MME_WOMEN,Intraoperative low-frequency EA,Sham/control,EA,Sham,Opioid consumption,PACU analgesic requirement in women-only subgroup,PACU,Outcome-specific analyzed population,9.0,9.0,,,,,,,mg morphine-equivalent,Graph-only morphine-equivalent outcome,Figure 1D / women-only PACU analgesic requirement,,retrieved_pdfs/030_grech_2016_lund.pdf,3e8ef2e6a5e8768cc4f9c4635ed2156fe7d03d529e4d140df84d8789138f6a63,Post hoc women-only subgroup excludes two men from EA arm; exact means/SEM are not tabulated,GRAPH ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0236,Grech 2016,Grech_2016,GRECH16_EA_vs_CTRL_OPIOID24,Intraoperative low-frequency EA,Sham/control,EA,Sham,Opioid consumption,Exact cumulative 24-h postoperative morphine-equivalent consumption,0-24 h,Outcome-specific analyzed population,,,,,,,,,mg morphine-equivalent,Not reported,Postoperative analgesic figures,,retrieved_pdfs/030_grech_2016_lund.pdf,3e8ef2e6a5e8768cc4f9c4635ed2156fe7d03d529e4d140df84d8789138f6a63,Day-1 analgesic use is graphical and exact 24-h mean/dispersion is not tabulated,NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0237,Grech 2016,Grech_2016,GRECH16_EA_vs_CTRL_PAIN,Intraoperative low-frequency EA,Sham/control,EA,Sham,Pain,Postoperative VAS pain,PACU and POD1-3,Outcome-specific analyzed population,,,,,,,,,VAS 0-10,Graph-only continuous data,Postoperative pain figures,,retrieved_pdfs/030_grech_2016_lund.pdf,3e8ef2e6a5e8768cc4f9c4635ed2156fe7d03d529e4d140df84d8789138f6a63,Exact numeric pain means/SEM are not tabulated,GRAPH ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0238,Gao 2021,Gao_2021,GAO21_TEAS_vs_SHAM_POI,Postoperative TEAS,Sham/no-current TEAS,TEAS,Sham,GI recovery,Postoperative paralytic ileus: no flatus >72 h,Postoperative,Outcome-specific analyzed population,303.0,307.0,,,,,98.0,126.0,participants,Events/total,Primary POI outcome,,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,Full ITT of all 610 randomized; participant sensory masking limited because active TEAS was perceptible,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0239,Gao 2021,Gao_2021,GAO21_TEAS_vs_SHAM_FLATUS,Postoperative TEAS,Sham/no-current TEAS,TEAS,Sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,303.0,307.0,63.4,29.0,76.3,37.9,,,hours,Mean/SD,GI recovery outcomes,,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,Full randomized sample retained; participant awareness may influence self-reported GI milestones,INCLUDE,INCLUDE,Leave-out diagnostic: Zheng2025 printed SD/P internal inconsistency unresolved; not a replacement body.,;flatus_TEAS_sham;flatus_TEAS_sham_SMD_sensitivity;flatus_TEAS_sham_without_Zheng2025,1,,
V33-OD-0240,Gao 2021,Gao_2021,GAO21_TEAS_vs_SHAM_DEFEC,Postoperative TEAS,Sham/no-current TEAS,TEAS,Sham,GI recovery,Time to first defecation,Postoperative,Outcome-specific analyzed population,303.0,307.0,106.7,65.6,121.5,65.6,,,hours,Mean/SD,GI recovery outcomes,,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,Full randomized sample retained; participant awareness may influence self-reported GI milestones,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,;defecation_TEAS_sham,1,,
V33-OD-0241,Gao 2021,Gao_2021,GAO21_TEAS_vs_SHAM_DIET,Postoperative TEAS,Sham/no-current TEAS,TEAS,Sham,GI recovery,Time to resume normal diet,Postoperative,Outcome-specific analyzed population,303.0,307.0,373.9,224.9,425.5,235.6,,,hours,Mean/SD,GI recovery outcomes,,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,Full randomized sample retained; participant awareness may influence self-reported GI milestones,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0242,Gao 2021,Gao_2021,GAO21_OPIOID24,Postoperative TEAS,Sham/no-current TEAS,TEAS,Sham,Opioid consumption,Exact cumulative postoperative opioid consumption,0-24 h,Outcome-specific analyzed population,303.0,307.0,,,,,,,mg/µg,Not reported,Postoperative analgesia section,,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,"Main article reports only whether postoperative analgesia was used, not drug-specific dose/route/PCA consumption",NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0243,Yeh 2010,Yeh_probable_family,YEH10_AES_vs_SHAM_MORPH24,True-acupoint AES,Electrical sham/nonmeridian AES,TEAS,Sham,Opioid consumption,24-h morphine PCA dose,First 24 postoperative hours,Outcome-specific analyzed population,33.0,30.0,18.6,9.7,21.6,13.1,,,mg morphine; source explicitly calls PCA epidural,Mean/SD,Table 4 / 24-h opiate dose,,TEAS EA Verification/Source PDFs/015_PainATHM-2.pdf,58b5e1536bc704b429f00e4886606814fbec60efa6ffe63e7098571548c41994,Probable overlapping publication/cohort with Yeh 2011. Five of 99 entrants did not complete and randomized arm assignment of losses is NR. Do not treat both papers as independent.,DUPLICATE HOLD,HOLD,Probable overlapping family; conflicting epidural/IV route for opioids. No independent duplicated cohort admitted.,,1,,
V33-OD-0244,Yeh 2010,Yeh_probable_family,YEH10_AES_vs_CONTROL_MORPH24,True-acupoint AES,No-AES control,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Opioid consumption,24-h morphine PCA dose,First 24 postoperative hours,Outcome-specific analyzed population,33.0,31.0,18.6,9.7,27.2,12.5,,,mg morphine; source explicitly calls PCA epidural,Mean/SD,Table 4 / 24-h opiate dose,,TEAS EA Verification/Source PDFs/015_PainATHM-2.pdf,58b5e1536bc704b429f00e4886606814fbec60efa6ffe63e7098571548c41994,Same probable overlapping cohort issue; route must not be silently recoded as IV.,DUPLICATE HOLD,HOLD,Probable overlapping family; conflicting epidural/IV route for opioids. No independent duplicated cohort admitted.,,1,,
V33-OD-0245,Yeh 2011,Yeh_probable_family,YEH11_AES_vs_SHAM_MORPH24,True-acupoint AES,Electrical sham/nonacupoint AES,TEAS,Sham,Opioid consumption,24-h IV morphine PCA dose,First 24 postoperative hours,Outcome-specific analyzed population,30.0,30.0,19.3,9.7,21.6,13.1,,,mg IV morphine,Mean/SD,Table 3 / 24-h opiate dose,,TEAS EA Verification/Source PDFs/covidence_828_full_article.pdf,f0616419764d81993b6427b4cb4a46af14743f42a5262b8d8a1918d3de66e74a,"Highly similar to Yeh 2010 in population, acupoints, comparator and 24-h opioid values; do not count independently until cohort/publication linkage is adjudicated.",DUPLICATE HOLD,HOLD,Probable overlapping family; conflicting epidural/IV route for opioids. No independent duplicated cohort admitted.,,1,,
V33-OD-0246,Yeh 2011,Yeh_probable_family,YEH11_AES_vs_CONTROL_MORPH24,True-acupoint AES,No-AES control,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Opioid consumption,24-h IV morphine PCA dose,First 24 postoperative hours,Outcome-specific analyzed population,30.0,30.0,19.3,9.7,28.0,12.1,,,mg IV morphine,Mean/SD,Table 3 / 24-h opiate dose,,TEAS EA Verification/Source PDFs/covidence_828_full_article.pdf,f0616419764d81993b6427b4cb4a46af14743f42a5262b8d8a1918d3de66e74a,Sequential allocation without sealed envelopes; probable overlapping publication family with Yeh 2010.,DUPLICATE HOLD,HOLD,Probable overlapping family; conflicting epidural/IV route for opioids. No independent duplicated cohort admitted.,,1,,
V33-OD-0247,Wong 2006,Wong_2006,WONG06_EA_vs_SHAM_MORPHD0,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,EA,Sham,Opioid consumption,IV PCA morphine consumption,Day 0,Outcome-specific analyzed population,13.0,12.0,8.3,4.9,7.8,6.4,,,mg IV morphine,Mean/SD,Table 2 / postoperative PCA morphine,,TEAS EA Verification/Source PDFs/covidence_912_wong_2006.pdf,898210345f2f104e6b98a21b11532d3b53872ab18a90e0b9e232052d2718b877,Both groups also received scheduled oral dextropropoxyphene. Two randomized sham patients were excluded after serious postoperative complications.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0248,Wong 2006,Wong_2006,WONG06_EA_vs_SHAM_MORPHD1,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,EA,Sham,Opioid consumption,IV PCA morphine consumption,Day 1,Outcome-specific analyzed population,13.0,12.0,18.0,8.8,18.8,9.8,,,mg IV morphine,Mean/SD,Table 2 / postoperative PCA morphine,,TEAS EA Verification/Source PDFs/covidence_912_wong_2006.pdf,898210345f2f104e6b98a21b11532d3b53872ab18a90e0b9e232052d2718b877,Both groups also received scheduled oral dextropropoxyphene. Two randomized sham patients were excluded after serious postoperative complications.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0249,Wong 2006,Wong_2006,WONG06_EA_vs_SHAM_MORPHD2,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,EA,Sham,Opioid consumption,IV PCA morphine consumption,Day 2,Outcome-specific analyzed population,13.0,12.0,7.5,5.0,15.7,12.0,,,mg IV morphine,Mean/SD,Table 2 / postoperative PCA morphine,,TEAS EA Verification/Source PDFs/covidence_912_wong_2006.pdf,898210345f2f104e6b98a21b11532d3b53872ab18a90e0b9e232052d2718b877,Both groups also received scheduled oral dextropropoxyphene. Two randomized sham patients were excluded after serious postoperative complications.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0250,Wong 2006,Wong_2006,WONG06_EA_vs_SHAM_MORPHTOTAL,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,EA,Sham,Opioid consumption,IV PCA morphine consumption,First 3 postoperative days total,Outcome-specific analyzed population,13.0,12.0,33.9,12.8,42.3,21.3,,,mg IV morphine,Mean/SD,Table 2 / postoperative PCA morphine,,TEAS EA Verification/Source PDFs/covidence_912_wong_2006.pdf,898210345f2f104e6b98a21b11532d3b53872ab18a90e0b9e232052d2718b877,Both groups also received scheduled oral dextropropoxyphene. Two randomized sham patients were excluded after serious postoperative complications.,INCLUDE,INCLUDE,Published three-day PCA mean/SD; separate from strict systemic24h outcome.,;opioid72_EA_sham_PCA,1,,
V33-OD-0251,Wong 2006,Wong_2006,WONG06_EA_vs_SHAM_OPIOID24,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,EA,Sham,Opioid consumption,Exact total opioid exposure,0-24 h,Outcome-specific analyzed population,13.0,12.0,,,,,,,mg MME,Not reported,Timing/analgesia protocol,,TEAS EA Verification/Source PDFs/covidence_912_wong_2006.pdf,898210345f2f104e6b98a21b11532d3b53872ab18a90e0b9e232052d2718b877,Day labels are not defined as exact consecutive 24-h windows and scheduled dextropropoxyphene contributes additional opioid exposure.,NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0252,El-Rakshy 2009,El_Rakshy_2009,ELR09_EA_vs_CTRL_MORPH24,Intraoperative EA + PCA,PCA alone/no acupuncture,EA,Usual care,Opioid consumption,Total IV morphine analgesia,First 24 h,Outcome-specific analyzed population,42.0,53.0,35.3,18.0,36.9,18.0,,,mg IV morphine,Mean/SD,Table 2 / total analgesia in 24 h,,TEAS EA Verification/Source PDFs/covidence_868_full_article.pdf,afb7b0095736da9d64b2c771296a6b74cb30c9287b7aa3e2644a14b5e0307529,Publication has irreconcilable allocation/analyzed group labels. Use Table 2 n=42 EA and n=53 control for this result; do not substitute overall study denominators.,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,;opioid24_EA_usual;opioid24_EA_usual_expanded,1,,
V33-OD-0253,El-Rakshy 2009,El_Rakshy_2009,ELR09_EA_vs_CTRL_MORPH4,Intraoperative EA + PCA,PCA alone/no acupuncture,EA,Usual care,Opioid consumption,Total IV morphine analgesia,First 4 h,Outcome-specific analyzed population,40.0,53.0,13.4,7.5,13.2,8.6,,,mg IV morphine,Mean/SD,Table 2 / first 4 h,,TEAS EA Verification/Source PDFs/covidence_868_full_article.pdf,afb7b0095736da9d64b2c771296a6b74cb30c9287b7aa3e2644a14b5e0307529,Again preserve outcome-specific n=40 EA and n=53 control.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0254,An 2014,An_2014,AN14_EA_vs_CTRL_FENT48,Intraoperative electroacupuncture,No acupuncture control,EA,Usual care,Opioid consumption,Total postoperative fentanyl PCIA dose,Through reported 48-h PCIA period,Outcome-specific analyzed population,41.0,40.0,0.67,0.09,0.73,0.12,,,mg fentanyl,Mean/SD,Opioid/PCIA results,,TEAS EA Verification/Source PDFs/covidence_698_full_article.pdf,56f30fc7755720d3fe7611252f8c3700faa6c6ab57cddc112fef729cc913c645,Seven of 88 randomized patients were excluded from analysis; total fentanyl is not isolated to 0-24 h.,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,;opioid48_EA_usual_PCA,1,,
V33-OD-0255,An 2014,An_2014,AN14_EA_vs_CTRL_OPIOID24,Intraoperative electroacupuncture,No acupuncture control,EA,Usual care,Opioid consumption,Exact cumulative postoperative fentanyl,0-24 h,Outcome-specific analyzed population,41.0,40.0,,,,,,,mg/µg fentanyl,Not reported,PCIA results,,TEAS EA Verification/Source PDFs/covidence_698_full_article.pdf,56f30fc7755720d3fe7611252f8c3700faa6c6ab57cddc112fef729cc913c645,Published bolus activity is split 0-6 h and 6-48 h; exact 0-24-h fentanyl cannot be reconstructed.,NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0256,Chen 2015,Chen_2015,CHEN15Q_TEAS_vs_CTRL_QOR40,Preoperative TEAS,Electrodes/device with no stimulation,TEAS,Sham,Quality of recovery,Global QoR-40,24 h,Outcome-specific analyzed population,41.0,42.0,,,,,,,QoR-40 points,Median/IQR,Table 2 / global QoR-40,,037_chen_2015_thyroidectomy_lund.pdf,60361dc28f099a330d13fe98c9e96d8f94334920f0eaffd65c450ffd6dc87bfc,One TEAS participant excluded for protocol breach; active 6-9 mA stimulation vs no-current control may compromise patient blinding for a patient-reported primary outcome.,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0257,Chen 2015,Chen_2015,CHEN15Q_TEAS_vs_CTRL_PONV24,Preoperative TEAS,Electrodes/device with no stimulation,TEAS,Sham,PONV,PONV incidence,0-24 h,Outcome-specific analyzed population,41.0,42.0,,,,,10.0,26.0,participants,Events/total,Table 3 / PONV,,037_chen_2015_thyroidectomy_lund.pdf,60361dc28f099a330d13fe98c9e96d8f94334920f0eaffd65c450ffd6dc87bfc,Use analyzed denominators 41 and 42.,INCLUDE,INCLUDE,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,;ponv24_TEAS_sham;ponv24_TEAS_sham_point_window_sensitivity;ponv24_TEAS_broad_sham_sensitivity,1,,
V33-OD-0258,Chen 2015,Chen_2015,CHEN15Q_TEAS_vs_CTRL_RESCUEMORPH24,Preoperative TEAS,Electrodes/device with no stimulation,TEAS,Sham,Opioid consumption,Cumulative rescue IV morphine dose derived from fixed 2-mg rescue administrations,0-24 h,Outcome-specific analyzed population,41.0,42.0,,,,,,,mg IV morphine,Median/IQR,Methods + Table 3,,037_chen_2015_thyroidectomy_lund.pdf,60361dc28f099a330d13fe98c9e96d8f94334920f0eaffd65c450ffd6dc87bfc,"Source reports rescue-administration count 1 (1-3) vs 3.5 (2-7); each rescue administration was fixed at morphine 2 mg. Linear conversion to mg is exact, but the source itself reports counts rather than dose.",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0259,Chen 2015 (Hyperalgesia),Chen_2015_Hyperalgesia,CHEN15H_TEAS_vs_SHAM_RESCUECOUNT24,Preoperative TEAS,Electrodes/no-current sham,TEAS,Sham,Opioid demand,Cumulative number of rescue sufentanil PCIA boluses,0-24 h,Outcome-specific analyzed population,29.0,30.0,,,,,,,boluses,Median/IQR,Table 2 / cumulative rescue analgesia,,040_chen_2015_hyperalgesia_lund.pdf,88719bd172fa29650c9503944c2e6f7cf083d1dac34c978d8f0d2ddf12b7d2ba,One TEAS participant excluded for protocol breach. Do not convert using group-average body weight to absolute µg.,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
