result_id,study,trial_id,comparison_id,intervention,comparator,modality,comparator_class,family,outcome,window,population,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,unit,data_type,source_location,source_quote,source_pdf,source_sha256,source_qc,legacy_eligibility,decision,rationale,models,factor,model_id,measure,construct,role,analysis_unit,yi,vi,comparator_class_v34,comparator_adjudication,continuity_correction
AUDIT-0251+AUDIT-0252+AUDIT-0253,Sun 2017,Sun_2017,COMBINED_COMPATIBLE_ACTIVE_ARMS,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),TEAS,sham,GI recovery,Time to first postoperative flatus,Postoperative,Available-case/completer analysis,271.0,90.0,43.84981549815498,18.252664695445198,41.5,19.6,,,hours,Mean/SD,Clin J Pain 2017;33:344; Table 2 | Clin J Pain 2017;33:344; Table 2 | Clin J Pain 2017;33:344; Table 2,Time to first postoperative flatus: SSS 41.5±19.6; active arm 45.2±19.9; overall P=0.391.,TEAS EA Verification/Source PDFs/sun2017-2.pdf,08bff012301811eee2caa149fca626ae6787f61dcee2951fce77830ac7b5de44,NOT REPORTED,INCLUDE,SENSITIVITY,Same construct and membership as hours MD; no selection by I² or P.,flatus_TEAS_sham_SMD_sensitivity,1,flatus_TEAS_sham_SMD_sensitivity,SMD,time_first_flatus,SENSITIVITY,Hedges g,0.12609858723313283,0.014823171354557943,,,
V33-OD-0117,Ng 2013,Ng_2013,NG13_EA_vs_SHAM_FLATUS,Electroacupuncture,Sham acupuncture,EA,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,55.0,55.0,48.0,21.6,55.199999999999996,26.400000000000002,,,days,Mean/SD,Secondary outcome / first flatus,,TEAS EA Verification/Source PDFs/covidence_1970_ng_2013.pdf,18ce931a2b3a17e4ba1f7b4f0ddfac5274721367802ebdcdf92d027afa51c781,No statistically significant EA-vs-sham difference,INCLUDE,SENSITIVITY,Same construct and membership as hours MD; no selection by I² or P.,flatus_EA_sham_SMD_sensitivity,24,flatus_EA_sham_SMD_sensitivity,SMD,time_first_flatus,SENSITIVITY,Hedges g,-0.29643254795551516,0.0367630557067609,,,
V33-OD-0002,Yang 2020,Yang_2020,YANG20_EA_vs_UC,EA + usual care,Usual care,EA,usual_care,GI recovery,Time to first postoperative flatus,From surgery to first flatus,Outcome-specific analyzed population,29.0,28.0,20.8,4.6,24.1,6.2,,,hours,Mean/SD,GI recovery results/table,,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,Open-label; 2/59 excluded after randomization; participant-report contribution unclear,INCLUDE,SENSITIVITY,Same construct and membership as hours MD; no selection by I² or P.,flatus_EA_usual_SMD_sensitivity,1,flatus_EA_usual_SMD_sensitivity,SMD,time_first_flatus,SENSITIVITY,Hedges g,-0.5978036415718541,0.07333186182512072,,,
V33-OD-0053,Yang 2024,Yang_2024,YANG24_EA_vs_UC_FLATUS,Perioperative EA + usual care,Usual care,EA,usual_care,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,90.0,90.0,15.4,3.2,17.0,3.7,,,hours,Mean/SD,Table 2 / primary first-flatus outcome,,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,Open-label participants; outcome assessor blinded,INCLUDE,SENSITIVITY,Same construct and membership as hours MD; no selection by I² or P.,flatus_EA_usual_SMD_sensitivity,1,flatus_EA_usual_SMD_sensitivity,SMD,time_first_flatus,SENSITIVITY,Hedges g,-0.4606030995891918,0.022811542264864364,,,
V33-OD-0198,Huang 2025,Huang_2025,HUANG25_EA_vs_UC_FLATUS,Postoperative EA + ERAS,ERAS/standard care,EA,usual_care,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,43.0,45.0,36.4,8.0,42.2,8.5,,,hours,Mean/SD,Co-primary outcome / first flatus,,TEAS EA Verification/Source PDFs/covidence_131_verified.pdf,9868368dc35509a1f6a7618e93e28e16831aeb38eb1f3418ce56f55ecc8dd9fa,13/101 randomized participants excluded after randomization; no sham procedure and patient blinding is not credible for penetrating postoperative EA,INCLUDE,SENSITIVITY,Same construct and membership as hours MD; no selection by I² or P.,flatus_EA_usual_SMD_sensitivity,1,flatus_EA_usual_SMD_sensitivity,SMD,time_first_flatus,SENSITIVITY,Hedges g,-0.6960686995283134,0.048230943189705125,,,
AUDIT-0017+AUDIT-0018+AUDIT-0019,Zhu 2022,Zhu_2022,COMBINED_COMPATIBLE_ACTIVE_ARMS,Group Pre — EA day before surgery,Group Usual — usual care alone,EA,usual_care,GI recovery,Time to passage of first flatus,From end of surgery to first flatus,Per-protocol,299.0,101.0,18.55665551839465,6.699015793563314,21.56,8.07,,,hours,Mean/SD,p. 422; Table 3 | p. 422; Table 3 | p. 422; Table 3,Time to passage of first flatus (h; mean±SD) 18.38±6.11 18.47±6.47 18.82±7.50 21.56±8.07 ... 0.003**,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,SENSITIVITY,Same construct and membership as hours MD; no selection by I² or P.,flatus_EA_usual_SMD_sensitivity,1,flatus_EA_usual_SMD_sensitivity,SMD,time_first_flatus,SENSITIVITY,Hedges g,-0.42408762510394993,0.013470284596568956,,,
V33-OD-0028,Zhou 2025,Zhou_2025,ZHOU25_TEAS_vs_SHAM_FLATUS,PACU TEAS,Sham/no current,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,48.0,49.0,14.1,3.19,15.88,3.78,,,hours,Mean/SD,Postoperative recovery-time table,,TEAS EA Verification/Source PDFs/105119.pdf,d9bf76bd7e244dd4513f686ee9be168122d8db4ced699a7f881f93237b3cb52b,Ascertainment mechanism should be considered in RoB because participant sensory blinding may be imperfect,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,flatus_TEAS_sham_with_Zheng2025_as_printed,1,flatus_TEAS_sham_with_Zheng2025_as_printed,MD,time_first_flatus,SENSITIVITY,hours,-1.7800000000000011,0.5036020833333333,,,
V33-OD-0082,Wang 2023,Wang_2023,WANG23_TEAS_vs_SHAM_FLATUS,Nighttime TEAS,Sham/no current,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,40.0,43.0,54.57,16.62,60.7,19.1,,,hours,Mean/SD,Table 1 / postoperative first flatus,,TEAS EA Verification/Source PDFs/s40122-023-00493-2.pdf,9eae987a3d59d97843498faa079d7eac7ae430cae80d2971d356bb988714bd6c,5/88 randomized participants excluded for protocol breaches; no full ITT,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,flatus_TEAS_sham_with_Zheng2025_as_printed,1,flatus_TEAS_sham_with_Zheng2025_as_printed,MD,time_first_flatus,SENSITIVITY,hours,-6.130000000000003,15.389563488372096,,,
V33-OD-0134,Lu 2022,Lu_2022,LU22_TEAS_vs_CTRL_FLATUS,TEAS + ERAS,No-current control + ERAS,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,47.0,47.0,34.5,16.7,42.4,22.9,,,hours,Mean/SD,First flatus result,,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,83439ead7b747aa55a3be6aab468dc4350619651c2dfd0c516ffbf47d7b16f7c,Same 6 post-randomization exclusions apply,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,flatus_TEAS_sham_with_Zheng2025_as_printed,1,flatus_TEAS_sham_with_Zheng2025_as_printed,MD,time_first_flatus,SENSITIVITY,hours,-7.899999999999999,17.091489361702127,,,
V33-OD-0223,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_FLATUS,Long-duration TEAS,Sham/no-current TEAS,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,58.0,59.0,36.58,10.75,43.56,9.57,,,hours,Mean/SD,GI recovery table,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,First flatus/defecation were patient self-recorded; bowel sounds were nurse-assessed,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,flatus_TEAS_sham_with_Zheng2025_as_printed,1,flatus_TEAS_sham_with_Zheng2025_as_printed,MD,time_first_flatus,SENSITIVITY,hours,-6.980000000000004,3.5447433372296904,,,
V33-OD-0239,Gao 2021,Gao_2021,GAO21_TEAS_vs_SHAM_FLATUS,Postoperative TEAS,Sham/no-current TEAS,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,303.0,307.0,63.4,29.0,76.3,37.9,,,hours,Mean/SD,GI recovery outcomes,,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,Full randomized sample retained; participant awareness may influence self-reported GI milestones,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,flatus_TEAS_sham_with_Zheng2025_as_printed,1,flatus_TEAS_sham_with_Zheng2025_as_printed,MD,time_first_flatus,SENSITIVITY,hours,-12.899999999999999,7.454437492609195,,,
V33-OD-0062,Xing 2022,Xing_2022,XING22_NTG_vs_NG_FLATUS,TEAS + active TAPB,Sham TEAS + active TAPB,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,29.0,29.0,32.57,6.94,36.83,6.19,,,hours,Mean/SD,Postoperative recovery results,,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,Three-arm study; use NTG vs NG for incremental TEAS effect,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,flatus_TEAS_sham_with_Zheng2025_as_printed,1,flatus_TEAS_sham_with_Zheng2025_as_printed,MD,time_first_flatus,SENSITIVITY,hours,-4.259999999999998,2.9820586206896555,,,
AUDIT-0251+AUDIT-0252+AUDIT-0253,Sun 2017,Sun_2017,COMBINED_COMPATIBLE_ACTIVE_ARMS,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),TEAS,sham,GI recovery,Time to first postoperative flatus,Postoperative,Available-case/completer analysis,271.0,90.0,43.84981549815498,18.252664695445198,41.5,19.6,,,hours,Mean/SD,Clin J Pain 2017;33:344; Table 2 | Clin J Pain 2017;33:344; Table 2 | Clin J Pain 2017;33:344; Table 2,Time to first postoperative flatus: SSS 41.5±19.6; active arm 45.2±19.9; overall P=0.391.,TEAS EA Verification/Source PDFs/sun2017-2.pdf,08bff012301811eee2caa149fca626ae6787f61dcee2951fce77830ac7b5de44,NOT REPORTED,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,flatus_TEAS_sham_with_Zheng2025_as_printed,1,flatus_TEAS_sham_with_Zheng2025_as_printed,MD,time_first_flatus,SENSITIVITY,hours,2.3498154981549817,5.497816283870097,,,
AUDIT-0347,Zheng 2025,Zheng_2025,V34_B4_028,Perioperative TEAS,Sham/no current,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,24.2,2.5,31.6,4.4,,,hours,Mean/SD,Journal of Pain Research 2025;18:6457–6458; Table 3,Time to first flatus: TEAS 24.2 (2.5) vs control 31.6 (4.4); P=0.003.,TEAS EA Verification/Source PDFs/109499.pdf,a99722242c4b1800916d66613b5a0ed223a91f853e14ecce929740eb91dc466b,Table note specifies mean (SD) for these rows.,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,flatus_TEAS_sham_with_Zheng2025_as_printed,1,flatus_TEAS_sham_with_Zheng2025_as_printed,MD,time_first_flatus,SENSITIVITY,hours,-7.400000000000002,0.5990420819490587,,,
V33-OD-0222,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_BOWEL,Long-duration TEAS,Sham/no-current TEAS,TEAS,sham,GI recovery,Time to first bowel sounds,Postoperative,Outcome-specific analyzed population,58.0,59.0,19.69,7.61,26.58,7.43,,,hours,Mean/SD,GI recovery table,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,First flatus/defecation were patient self-recorded; bowel sounds were nurse-assessed,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,bowelsounds_TEAS_sham_with_Zheng2025_as_printed,1,bowelsounds_TEAS_sham_with_Zheng2025_as_printed,MD,time_first_bowel_sounds,SENSITIVITY,hours,-6.889999999999997,1.9341607539450614,,,
AUDIT-0173,Gao 2021,Gao_2021,V34_B2_023,Postoperative TEAS,Sham/no-current TEAS,TEAS,sham,GI recovery,Time to first bowel sounds,Postoperative,Intention-to-treat; all randomized patients,303.0,307.0,41.4,22.6,46.0,24.1,,,hours,Mean/SD,p. 1623; Table III,Time to first bowel sounds: 41.4 ± 22.6 vs 46.0 ± 24.1.,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,NOT REPORTED,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,bowelsounds_TEAS_sham_with_Zheng2025_as_printed,1,bowelsounds_TEAS_sham_with_Zheng2025_as_printed,MD,time_first_bowel_sounds,SENSITIVITY,hours,-4.600000000000001,3.577565818471098,,,
AUDIT-0346,Zheng 2025,Zheng_2025,V34_B4_027,Perioperative TEAS,Sham/no current,TEAS,sham,GI recovery,Time to first borborygmus,Postoperative,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,19.2,3.3,27.6,2.7,,,hours,Mean/SD,Journal of Pain Research 2025;18:6457–6458; Table 3,Time to first borborygmus: TEAS 19.2 (3.3) vs control 27.6 (2.7); P=0.035.,TEAS EA Verification/Source PDFs/109499.pdf,a99722242c4b1800916d66613b5a0ed223a91f853e14ecce929740eb91dc466b,Table note specifies mean (SD) for these rows.,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,bowelsounds_TEAS_sham_with_Zheng2025_as_printed,1,bowelsounds_TEAS_sham_with_Zheng2025_as_printed,MD,time_first_bowel_sounds,SENSITIVITY,hours,-8.400000000000002,0.4288205980066445,,,
V33-OD-0034,Zheng 2025,Zheng_2025,ZHENG25_TEAS_vs_SHAM_REMI,Perioperative TEAS,Sham/no current,TEAS,sham,Intraoperative opioid,Total intraoperative remifentanil consumption,Intraoperative,Outcome-specific analyzed population,42.0,43.0,233.1,29.6,289.5,37.9,,,µg remifentanil,Mean/SD,"Table 3, p9",,TEAS EA Verification/Source PDFs/109499.pdf,a99722242c4b1800916d66613b5a0ed223a91f853e14ecce929740eb91dc466b,Not a postoperative endpoint,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,1,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,MD,intraop_remifentanil,SENSITIVITY,µg remifentanil,-56.400000000000006,54.26583610188261,,,
V33-OD-0072,Wu 2022,Wu_2022,WU22_PTEAS_vs_CTRL_REMI,Perioperative pTEAS,No-current control,TEAS,sham,Intraoperative opioid,Cumulative remifentanil,Intraoperative,Outcome-specific analyzed population,44.0,40.0,1383.0,494.0,1637.0,630.0,,,µg remifentanil,Mean/SD,Table 2 / cumulative remifentanil,,TEAS EA Verification/Source PDFs/s12871-022-01875-3.pdf,bb3c8a4aedbf656c306082e2b889c37c04af8d614fb8e8f23b3d6da85e33d3aa,Complete-case analysis with asymmetric attrition,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,1,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,MD,intraop_remifentanil,SENSITIVITY,µg remifentanil,-254.0,15468.772727272728,,,
V33-OD-0128+V33-OD-0129,Lu 2021,Lu_2021,COMBINED_COMPATIBLE_ACTIVE_ARMS,Combined PC6+CV17 TEAS,Sham/no current,TEAS,sham,Intraoperative opioid,Total remifentanil,Intraoperative,Outcome-specific analyzed population,388.0,188.0,1251.0309278350514,554.8461332650133,1400.0,700.0,,,mg remifentanil,Mean/SD,Table 3 / intraoperative remifentanil | Table 3 / intraoperative remifentanil,,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,Three-arm trial; sham is a shared comparator,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,1000,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,MD,intraop_remifentanil,SENSITIVITY,µg remifentanil,-148.96907216494856,3399.8217199582937,,,
V33-OD-0232,Guo 2023,Guo_2023,GUO23_TEAS_vs_SHAM_REMI,Perioperative TEAS,Sham/no-current TEAS,TEAS,sham,Intraoperative opioid,Remifentanil consumption,Intraoperative,Outcome-specific analyzed population,55.0,55.0,870.0,300.0,1010.0,390.0,,,mg remifentanil,Mean/SD,Perioperative anesthetic table,,retrieved_pdfs/006_guo_2023.pdf,939a5c0639ee8f9d570b5f1de578831009fb452fc1caabbb1c7879faf8849434,Complete-case n=55/group,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,1000,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,MD,intraop_remifentanil,SENSITIVITY,µg remifentanil,-140.0,4401.818181818182,,,
V33-OD-0061,Xing 2022,Xing_2022,XING22_NTG_vs_NG_REMI,TEAS + active TAPB,Sham TEAS + active TAPB,TEAS,sham,Intraoperative opioid,Total remifentanil consumption,Intraoperative,Outcome-specific analyzed population,29.0,29.0,1182.61,253.61,1415.41,295.67,,,µg remifentanil,Mean/SD,"Table 3, p10",,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,Direct TEAS contrast is NTG vs NG; do not attribute NTG-vs-G combined package entirely to TEAS,INCLUDE,SENSITIVITY,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,1,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,MD,intraop_remifentanil,SENSITIVITY,µg remifentanil,-232.80000000000018,5232.371758620689,,,
V33-OD-0078,Wu 2025,Wu_2025,WU25_TEAS_vs_SHAM_INTRAOPREMI,PACU TEAS,Sham/no current,TEAS,sham,Intraoperative opioid,Remifentanil consumption,Intraoperative,Outcome-specific analyzed population,50.0,50.0,489.4,226.0,533.8,263.6,,,µg remifentanil,Mean/SD,Table 1 / remifentanil,,TEAS EA Verification/Source PDFs/103940.pdf,2fc3db1859c4af6dc85f9a357a2468eb54b002d2c7f87658c9113c207a8beb53,No significant intraoperative opioid-sparing effect,EXCLUDE,SENSITIVITY,Wu2025 allocation and treatment start in PACU AFTER intraoperative dose. Negative-control/baseline diagnostic only; cannot estimate treatment efficacy.,intraop_remifentanil_Wu2025_preintervention_diagnostic,1,intraop_remifentanil_Wu2025_preintervention_diagnostic,MD,pre_intervention_intraop_remifentanil,SENSITIVITY,µg remifentanil,-44.39999999999998,2411.2192,,,
