priority,study,outcome,timepoint,outcome_family,rows,data_type,analysed_n_i,analysed_n_c,randomised_n_i,randomised_n_c,intervention,comparator,source_location,source_qc,eligibility,status
2 - not currently pooled,Lu 2022,PCA attempts,48 h after surgery,Opioid demand,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,Counts of button attempts; not opioid dose.,NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,PCA attempts,72 h after surgery,Opioid demand,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,Counts of button attempts; not opioid dose.,NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,PONV incidence,24 h after surgery,PONV,1,Events/total,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,The paper reports these as PONV at each assessment time; it does not state that these are cumulative non-overlapping intervals.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,PONV incidence,48 h after surgery,PONV,1,Events/total,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,The paper reports these as PONV at each assessment time; it does not state that these are cumulative non-overlapping intervals.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,PONV incidence,72 h after surgery,PONV,1,Events/total,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,The paper reports these as PONV at each assessment time; it does not state that these are cumulative non-overlapping intervals.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,QoR-15 score,24 h after surgery,Quality of recovery,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2875; Table 3 (continued),"Major internal conflict: Results prose reports 24-h QoR-15 as 50.5 (IQR 42.3–61.8) vs 44.5 (IQR 35.0–57.0), P=0.04, whereas Table 3 reports the values in this row and labels them median (min,max). Both locations should be preserved; this extraction uses the table per protocol.",HOLD,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,QoR-15 score,48 h after surgery,Quality of recovery,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2875; Table 3 (continued),"Table header states median (min, max).",NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,QoR-15 score,72 h after surgery,Quality of recovery,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2875; Table 3 (continued),"Table header states median (min, max).",NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,Successful PCA deliveries,24 h,Opioid demand,1,Median/IQR,47,47,50,50,TEAS + ERAS,No-current control + ERAS,PCA table / 24-h deliveries,Do not convert successful deliveries into opioid dose because the PCA prescription is absent,NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,Successful PCA deliveries,48 h after surgery,Opioid demand,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,Number of PCA deliveries; not opioid dose.,NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,Successful PCA deliveries,72 h after surgery,Opioid demand,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,Number of PCA deliveries; not opioid dose.,NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,Time to first oral intake of water,Postoperative,Functional recovery,1,Mean/SD,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,VAS at cough,24 h after surgery,Pain,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,"Table header states median (min, max).",NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,VAS at cough,48 h after surgery,Pain,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,"Table header states median (min, max).",NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,VAS at cough,72 h after surgery,Pain,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,"Table header states median (min, max).",NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,VAS at rest,24 h after surgery,Pain,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,"Table header states median (min, max).",NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,VAS at rest,48 h after surgery,Pain,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,"Table header states median (min, max).",NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Lu 2022,VAS at rest,72 h after surgery,Pain,1,Median/range,47.0,47.0,50.0,50.0,TEAS,Control,p. 2874; Table 3,"Table header states median (min, max).",NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Luo 2026,Complete response: no vomiting and no rescue antiemetic,0-48 h,PONV,1,Events/total,138,139,138,139,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,Complete-response result,Abstract percentage differs slightly from table-derived 112/138; use raw counts,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Luo 2026,Cumulative postoperative oxycodone consumption,0-24 h,Opioid consumption,1,Not reported,138,139,138,139,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,Postoperative analgesia / exact 24-h endpoint absent,"Postoperative IV oxycodone is described, but schedule and group-specific cumulative 24-h consumption are not reported",NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Luo 2026,Cumulative postoperative vomiting,0-48 h,PONV,1,Events/total,138,139,138,139,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,Primary outcome / cumulative vomiting,"Vomiting is more objective than nausea, but participant masking was incomplete",INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Luo 2026,Postoperative NRS pain,24 h,Pain,1,Mean/SD,138,139,138,139,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,Postoperative pain table / 24 h,Rest-versus-movement condition is not reported; participant masking was incomplete,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Luo 2026,Published 'sufentanil equivalents' metric,Perioperative,Perioperative opioid,1,Mean/SD,138,139,138,139,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,Table 1 / perioperative opioid metric,Source labels approximately 15-16 as 'sufentanil equivalents (mg)' without explaining conversion; preserve verbatim,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Ma 2026,Athens Insomnia Scale,POD1,Sleep quality,1,Graph-only continuous data,17,16,18,17,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",Figure 4 / POD1 AIS,Exact postoperative AIS means/SDs are graph-only; Group C is non-randomized and must not be used as a randomized comparator,GRAPH ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Ma 2026,Cumulative postoperative opioid consumption,0-24 h,Opioid consumption,1,Not reported,17,16,18,17,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",Postoperative analgesia section,Routine postoperative analgesia was non-opioid flurbiprofen; whether any postoperative opioid was given is not reported,NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Ma 2026,Nausea,24 h,PONV,1,Events/total,17,16,18,17,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",24-h PONV table,Overall P-value includes non-randomized Group C; do not treat it as the randomized pairwise P-value,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Ma 2026,Vomiting,24 h,PONV,1,Events/total,17,16,18,17,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",24-h PONV table,Overall P-value includes non-randomized Group C,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Ng 2013,Cumulative pethidine consumption,0-24 h,Opioid consumption,1,Not reported,55,55,55,55,Electroacupuncture,Sham acupuncture,Exact 24-h opioid endpoint absent,Do not multiply injection counts by 50 mg and call it a 24-h dose; source time window/dosing statement is ambiguous,NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Ng 2013,Number of postoperative pethidine injections,Postoperative; exact window NR,Opioid demand,1,Mean/SD,55,55,55,55,Electroacupuncture,Sham acupuncture,Analgesic requirement tables,"Methods say 1 mg/kg q4h PRN, tables say 50-mg injections; exact observation window and route not clearly defined",INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Ng 2013,Time to first flatus,Postoperative,GI recovery,1,Mean/SD,55,55,55,55,Electroacupuncture,Sham acupuncture,Secondary outcome / first flatus,No statistically significant EA-vs-sham difference,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Ng 2013,VAS pain intensity,POD1,Pain,1,Mean/SD,55,55,55,55,Electroacupuncture,Sham acupuncture,Pain outcome / POD1,POD1 is not an exact clock-defined 24-h point,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Ntritsou 2014,Complete 24-h opioid/MME exposure,0-24 h,Opioid consumption,1,Not calculable,35,35,37,38,Perioperative EA + tramadol/ketamine,Sham + tramadol/ketamine,Combined opioid exposure,Do not equate lower rescue use with significantly lower total opioid exposure,HOLD,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Ntritsou 2014,Total rescue analgesia,First 24 h,Rescue opioid use,1,Qualitative / exact quantities unavailable,35,35,37,38,Perioperative EA + tramadol/ketamine,Sham + tramadol/ketamine,Rescue analgesia results,Main article reports significantly less total rescue analgesia but does not tabulate exact rescue tramadol/morphine quantities,HOLD,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Complete combined postoperative opioid exposure (tramadol + rescue pethidine),0-24 h,Opioid consumption,1,Not calculable,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Table 4 / tramadol + pethidine 0–24 h,Tramadol and pethidine are reported separately as aggregate mean/SD. The SD of their within-person sum cannot be recovered from aggregate data without covariance.,HOLD,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Cumulative IV PCA tramadol HCl consumption,24-48 h,Opioid consumption,2,Mean/SD,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Table 4 / Tramadol HCl (24–48 h),Separate rescue pethidine was also used; not a 0-24 h endpoint.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Nausea severity,0-24 h,PONV,1,Qualitative / exact group values unavailable,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Results / postoperative 0–6 and 6–24 h nausea statement,Article states no significant group difference but does not provide group-specific nausea values in the main text/tables.,HOLD,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Rescue IM pethidine HCl consumption,0-24 h,Rescue opioid use,2,Mean/SD,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Table 4 / Pethidine HCl (0–24 h),Rescue opioid reported separately from PCA tramadol; do not sum aggregate SDs without covariance/raw data.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Rescue IM pethidine HCl consumption,24-48 h,Rescue opioid use,2,Mean/SD,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Table 4 / Pethidine HCl (24–48 h),Rescue opioid reported separately from PCA tramadol; do not sum aggregate SDs without covariance/raw data.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Rescue IV dexketoprofen trometamol consumption,0-24 h,Rescue analgesia,2,Mean/SD,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Table 4 / Dexketoprofen trometamol (0–24 h),Non-opioid rescue analgesic; never relabel as opioid consumption.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Rescue IV dexketoprofen trometamol consumption,24-48 h,Rescue analgesia,2,Mean/SD,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Table 4 / Dexketoprofen trometamol (24–48 h),Non-opioid rescue analgesic; never relabel as opioid consumption.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Resting postoperative pain after stimulation,2 h after surgery / after intervention,Pain,2,Mean/SD,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Table 3 / after-implementation pain at 2 h,Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Resting postoperative pain after stimulation,18 h after surgery / after intervention,Pain,2,Mean/SD,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Table 3 / after-implementation pain at 18 h,Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Resting postoperative pain after stimulation,22 h after surgery / after intervention,Pain,2,Mean/SD,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Table 3 / after-implementation pain at 22 h,Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Resting postoperative pain after stimulation,42 h after surgery / after intervention,Pain,2,Mean/SD,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Table 3 / after-implementation pain at 42 h,Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Resting postoperative pain after stimulation,46 h after surgery / after intervention,Pain,2,Mean/SD,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Table 3 / after-implementation pain at 46 h,Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Oztas 2019,Vomiting occurrence,0-24 h,PONV,1,Qualitative / exact group values unavailable,15,16,16,16,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,Results / postoperative 0–6 and 6–24 h vomiting statement,Article states no significant group difference but does not provide group-specific vomiting counts in the main text/tables.,HOLD,ROB2_RESULT_SPECIFIC_PENDING
