id	study	contrast	family	outcome	time	type	ni	nc	mi	sdi	mc	sdc	ei	ec	unit	eligibility	QC
V33-OD-0293	Liu 2015	LIU15_TEAS_vs_SHAM_NAUSEAPOD1	PONV	Postoperative nausea incidence	Postoperative day 1	Events/total	44	44					11	9	participants with nausea	INCLUDE	The article states nausea/vomiting incidences did not differ significantly between groups; table provides day-labelled event counts without clock-defined ascertainment windows. Use raw events/total.
V33-OD-0294	Liu 2015	LIU15_TEAS_vs_SHAM_NAUSEAPOD2	PONV	Postoperative nausea incidence	Postoperative day 2	Events/total	44	44					2	5	participants with nausea	INCLUDE	The article states nausea/vomiting incidences did not differ significantly between groups; table provides day-labelled event counts without clock-defined ascertainment windows. Use raw events/total.
V33-OD-0295	Liu 2015	LIU15_TEAS_vs_SHAM_NAUSEAPOD3	PONV	Postoperative nausea incidence	Postoperative day 3	Events/total	44	44					2	2	participants with nausea	INCLUDE	The article states nausea/vomiting incidences did not differ significantly between groups; table provides day-labelled event counts without clock-defined ascertainment windows. Use raw events/total.
V33-OD-0296	Liu 2015	LIU15_TEAS_vs_SHAM_VOMITPOD1	PONV	Postoperative vomiting incidence	Postoperative day 1	Events/total	44	44					9	8	participants with vomiting	INCLUDE	The article states nausea/vomiting incidences did not differ significantly between groups; table provides day-labelled event counts without clock-defined ascertainment windows. Use raw events/total.
V33-OD-0297	Liu 2015	LIU15_TEAS_vs_SHAM_VOMITPOD2	PONV	Postoperative vomiting incidence	Postoperative day 2	Events/total	44	44					2	4	participants with vomiting	INCLUDE	The article states nausea/vomiting incidences did not differ significantly between groups; table provides day-labelled event counts without clock-defined ascertainment windows. Use raw events/total.
V33-OD-0298	Liu 2015	LIU15_TEAS_vs_SHAM_VOMITPOD3	PONV	Postoperative vomiting incidence	Postoperative day 3	Events/total	44	44					1	0	participants with vomiting	INCLUDE	The article states nausea/vomiting incidences did not differ significantly between groups; table provides day-labelled event counts without clock-defined ascertainment windows. Use raw events/total.
V33-OD-0299	Oztas 2019	OZT19_TAES_vs_CTRL_TRAM24	Opioid consumption	Cumulative IV PCA tramadol HCl consumption	0-24 h	Mean/SD	15	16	228.4	87.89	357.81	123.7			mg tramadol	INCLUDE	Separate rescue IM pethidine was also used and reported; combined all-opioid mean/SD cannot be derived without covariance/raw data. One TAES patient excluded post-randomization.
V33-OD-0300	Oztas 2019	OZT19_TAES_vs_TENS_TRAM24	Opioid consumption	Cumulative IV PCA tramadol HCl consumption	0-24 h	Mean/SD	15	16	228.4	87.89	257.68	65.55			mg tramadol	INCLUDE	Separate rescue pethidine also used; active comparator must not be relabeled as sham/usual care. One TAES patient excluded post-randomization.
V33-OD-0301	Oztas 2019	OZT19_TAES_vs_CTRL_TRAM48	Opioid consumption	Cumulative IV PCA tramadol HCl consumption	24-48 h	Mean/SD	15	16	164.46	61.31	265.65	96.71			mg tramadol	INCLUDE	Separate rescue pethidine was also used; not a 0-24 h endpoint.
V33-OD-0302	Oztas 2019	OZT19_TAES_vs_TENS_TRAM48	Opioid consumption	Cumulative IV PCA tramadol HCl consumption	24-48 h	Mean/SD	15	16	164.46	61.31	195.5	71.74			mg tramadol	INCLUDE	Separate rescue pethidine was also used; not a 0-24 h endpoint.
V33-OD-0303	Oztas 2019	OZT19_TAES_vs_CTRL_PETH24	Rescue opioid use	Rescue IM pethidine HCl consumption	0-24 h	Mean/SD	15	16	20.66	27.89	33.12	42.69			mg pethidine	INCLUDE	Rescue opioid reported separately from PCA tramadol; do not sum aggregate SDs without covariance/raw data.
V33-OD-0304	Oztas 2019	OZT19_TAES_vs_TENS_PETH24	Rescue opioid use	Rescue IM pethidine HCl consumption	0-24 h	Mean/SD	15	16	20.66	27.89	33.75	56.55			mg pethidine	INCLUDE	Rescue opioid reported separately from PCA tramadol; active comparator must remain separate.
V33-OD-0305	Oztas 2019	OZT19_TAES_vs_CTRL_PETH48	Rescue opioid use	Rescue IM pethidine HCl consumption	24-48 h	Mean/SD	15	16	10	20.7	6.25	17.07			mg pethidine	INCLUDE	Rescue opioid reported separately from PCA tramadol; do not sum aggregate SDs without covariance/raw data.
V33-OD-0306	Oztas 2019	OZT19_TAES_vs_TENS_PETH48	Rescue opioid use	Rescue IM pethidine HCl consumption	24-48 h	Mean/SD	15	16	10	20.7	6.31	17.05			mg pethidine	INCLUDE	Rescue opioid reported separately from PCA tramadol; active comparator must remain separate.
V33-OD-0307	Oztas 2019	OZT19_TAES_vs_CTRL_DEX24	Rescue analgesia	Rescue IV dexketoprofen trometamol consumption	0-24 h	Mean/SD	15	16	53.33	35.18	71.87	40.69			mg dexketoprofen	INCLUDE	Non-opioid rescue analgesic; never relabel as opioid consumption.
V33-OD-0308	Oztas 2019	OZT19_TAES_vs_TENS_DEX24	Rescue analgesia	Rescue IV dexketoprofen trometamol consumption	0-24 h	Mean/SD	15	16	53.33	35.18	46.87	46.43			mg dexketoprofen	INCLUDE	Non-opioid rescue analgesic; active comparator must remain separate.
V33-OD-0309	Oztas 2019	OZT19_TAES_vs_CTRL_DEX48	Rescue analgesia	Rescue IV dexketoprofen trometamol consumption	24-48 h	Mean/SD	15	16	33.33	40.82	53.12	59.07			mg dexketoprofen	INCLUDE	Non-opioid rescue analgesic; never relabel as opioid consumption.
V33-OD-0310	Oztas 2019	OZT19_TAES_vs_TENS_DEX48	Rescue analgesia	Rescue IV dexketoprofen trometamol consumption	24-48 h	Mean/SD	15	16	33.33	40.82	31.25	35.93			mg dexketoprofen	INCLUDE	Non-opioid rescue analgesic; active comparator must remain separate.
V33-OD-0311	Oztas 2019	OZT19_TAES_vs_CTRL_PAIN2H	Pain	Resting postoperative pain after stimulation	2 h after surgery / after intervention	Mean/SD	15	16	3.67	1.44	6.38	2.09			VAS (methods state 1–10; tables include 0)	INCLUDE	Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.
V33-OD-0312	Oztas 2019	OZT19_TAES_vs_TENS_PAIN2H	Pain	Resting postoperative pain after stimulation	2 h after surgery / after intervention	Mean/SD	15	16	3.67	1.44	4.75	1.57			VAS (methods state 1–10; tables include 0)	INCLUDE	Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.
V33-OD-0313	Oztas 2019	OZT19_TAES_vs_CTRL_PAIN18H	Pain	Resting postoperative pain after stimulation	18 h after surgery / after intervention	Mean/SD	15	16	2.67	1.23	5.81	2.31			VAS (methods state 1–10; tables include 0)	INCLUDE	Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.
V33-OD-0314	Oztas 2019	OZT19_TAES_vs_TENS_PAIN18H	Pain	Resting postoperative pain after stimulation	18 h after surgery / after intervention	Mean/SD	15	16	2.67	1.23	2.19	1.27			VAS (methods state 1–10; tables include 0)	INCLUDE	Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.
V33-OD-0315	Oztas 2019	OZT19_TAES_vs_CTRL_PAIN22H	Pain	Resting postoperative pain after stimulation	22 h after surgery / after intervention	Mean/SD	15	16	3	1.3	4.88	1.78			VAS (methods state 1–10; tables include 0)	INCLUDE	Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.
V33-OD-0316	Oztas 2019	OZT19_TAES_vs_TENS_PAIN22H	Pain	Resting postoperative pain after stimulation	22 h after surgery / after intervention	Mean/SD	15	16	3	1.3	2.19	1.22			VAS (methods state 1–10; tables include 0)	INCLUDE	Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.
V33-OD-0317	Oztas 2019	OZT19_TAES_vs_CTRL_PAIN42H	Pain	Resting postoperative pain after stimulation	42 h after surgery / after intervention	Mean/SD	15	16	2.27	1.28	4.19	1.6			VAS (methods state 1–10; tables include 0)	INCLUDE	Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.
V33-OD-0318	Oztas 2019	OZT19_TAES_vs_TENS_PAIN42H	Pain	Resting postoperative pain after stimulation	42 h after surgery / after intervention	Mean/SD	15	16	2.27	1.28	1.56	1.15			VAS (methods state 1–10; tables include 0)	INCLUDE	Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.
V33-OD-0319	Oztas 2019	OZT19_TAES_vs_CTRL_PAIN46H	Pain	Resting postoperative pain after stimulation	46 h after surgery / after intervention	Mean/SD	15	16	2.33	0.81	4	1.46			VAS (methods state 1–10; tables include 0)	INCLUDE	Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.
V33-OD-0320	Oztas 2019	OZT19_TAES_vs_TENS_PAIN46H	Pain	Resting postoperative pain after stimulation	46 h after surgery / after intervention	Mean/SD	15	16	2.33	0.81	1.75	0.85			VAS (methods state 1–10; tables include 0)	INCLUDE	Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.
V33-OD-0321	Oztas 2019	OZT19_TAES_vs_CTRL_NAUSEA24	PONV	Nausea severity	0-24 h	Qualitative / exact group values unavailable	15	16							VAS 1-10	HOLD	Article states no significant group difference but does not provide group-specific nausea values in the main text/tables.
V33-OD-0322	Oztas 2019	OZT19_TAES_vs_CTRL_VOMIT24	PONV	Vomiting occurrence	0-24 h	Qualitative / exact group values unavailable	15	16							events/participants	HOLD	Article states no significant group difference but does not provide group-specific vomiting counts in the main text/tables.
V33-OD-0323	Oztas 2019	OZT19_TAES_vs_CTRL_TOTALOP24	Opioid consumption	Complete combined postoperative opioid exposure (tramadol + rescue pethidine)	0-24 h	Not calculable	15	16							MME / combined opioid dose	HOLD	Tramadol and pethidine are reported separately as aggregate mean/SD. The SD of their within-person sum cannot be recovered from aggregate data without covariance.
V33-OD-0324	Song 2020	SONG20_TEAS_vs_SHAM_SUFINTRA	Intraoperative opioid	Total intraoperative sufentanil consumption	Intraoperative	Mean/SD	42	43	18.54	2.3	19.09	2.7			µg sufentanil	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0325	Song 2020	SONG20_TEAS_vs_SHAM_PAIN2H	Pain	Postoperative VAS pain score	2 h after surgery	Mean/SD	42	43	4.74	1.5	5.77	1.2			VAS 0-10	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0326	Song 2020	SONG20_TEAS_vs_SHAM_PAIN4H	Pain	Postoperative VAS pain score	4 h after surgery	Mean/SD	42	43	3.93	1.3	5.02	1.2			VAS 0-10	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0327	Song 2020	SONG20_TEAS_vs_SHAM_PAIN6H	Pain	Postoperative VAS pain score	6 h after surgery	Mean/SD	42	43	3.69	1.1	4.33	1			VAS 0-10	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0328	Song 2020	SONG20_TEAS_vs_SHAM_PAIN24H	Pain	Postoperative VAS pain score	24 h after surgery	Mean/SD	42	43	2.76	1.1	3.23	1.1			VAS 0-10	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0329	Song 2020	SONG20_TEAS_vs_SHAM_PCAPRESS24	PCA demand/proxy	PCA pump press number	0-24 h	Mean/SD	42	43	30.12	4.3	36.91	2.4			pump presses	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking. Direct endpoint is press count, not drug mass
V33-OD-0330	Song 2020	SONG20_TEAS_vs_SHAM_BUTORPCA24_DERIVED	Opioid consumption	Nominal butorphanol PCA bolus component derived from reported pump presses	0-24 h	Derived mean/SD (linear from press count)	42	43	2.4096	0.344	2.9528	0.192			mg butorphanol	HOLD	Derived only if each reported pump press corresponds to the programmed 2-mL infusion; 15-min lockout creates device-semantics ambiguity. Butorphanol-to-review-standard MME conversion must be explicitl
V33-OD-0331	Song 2020	SONG20_TEAS_vs_SHAM_PONV24	PONV	Nausea and vomiting adverse event	0-24 h	Events/total	42	43					3	10	participants with nausea/vomiting	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0332	Song 2020	SONG20_TEAS_vs_SHAM_DIZZY24	Other adverse events	Dizziness	0-24 h	Events/total	42	43					3	12	participants with dizziness	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0333	Song 2020	SONG20_TEAS_vs_SHAM_RESPDEP24	Other adverse events	Respiratory depression	0-24 h	Events/total	42	43					0	0	participants with respiratory depression	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0334	Song 2020	SONG20_TEAS_vs_SHAM_BRADY24	Other adverse events	Bradycardia	0-24 h	Events/total	42	43					2	4	participants with bradycardia	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0335	Song 2020	SONG20_TEAS_vs_SHAM_SLEEPEFFICIENCY_PREOP1	Sleep quality	Sleep efficiency	First night before surgery after preoperative stimulation	Mean/SD	42	43	87.78	3.6	84.71	3.5			%	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0336	Song 2020	SONG20_TEAS_vs_SHAM_AIS_PREOP1	Sleep quality	AIS score	First night before surgery after preoperative stimulation	Mean/SD	42	43	2	0.6	2.33	0.7			AIS points	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0337	Song 2020	SONG20_TEAS_vs_SHAM_REMSLEEP_PREOP1	Sleep quality	REM sleep	First night before surgery after preoperative stimulation	Mean/SD	42	43	25.13	2.3	23.92	2			%	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0338	Song 2020	SONG20_TEAS_vs_SHAM_STABLESLEEP_PREOP1	Sleep quality	Stable sleep	First night before surgery after preoperative stimulation	Mean/SD	42	43	36	2.9	34.46	3			%	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0339	Song 2020	SONG20_TEAS_vs_SHAM_UNSTABLESLEEP_PREOP1	Sleep quality	Unstable sleep	First night before surgery after preoperative stimulation	Mean/SD	42	43	43.41	3.4	40.67	2.7			%	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0340	Song 2020	SONG20_TEAS_vs_SHAM_SLEEPEFFICIENCY_POD1	Sleep quality	Sleep efficiency	First postoperative night	Mean/SD	42	43	76.63	2.9	70.35	2.5			%	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0341	Song 2020	SONG20_TEAS_vs_SHAM_AIS_POD1	Sleep quality	AIS score	First postoperative night	Mean/SD	42	43	4.14	0.8	5.44	0.6			AIS points	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0342	Song 2020	SONG20_TEAS_vs_SHAM_REMSLEEP_POD1	Sleep quality	REM sleep	First postoperative night	Mean/SD	42	43	19.42	1.6	16.07	1.8			%	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0343	Song 2020	SONG20_TEAS_vs_SHAM_STABLESLEEP_POD1	Sleep quality	Stable sleep	First postoperative night	Mean/SD	42	43	28.24	2.7	24.85	3.3			%	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0344	Song 2020	SONG20_TEAS_vs_SHAM_UNSTABLESLEEP_POD1	Sleep quality	Unstable sleep	First postoperative night	Mean/SD	42	43	33.59	3.4	27.15	2.8			%	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0345	Song 2020	SONG20_TEAS_vs_SHAM_SLEEPEFFICIENCY_POD3	Sleep quality	Sleep efficiency	Third postoperative night	Mean/SD	42	43	82	3.4	78.18	3.2			%	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0346	Song 2020	SONG20_TEAS_vs_SHAM_AIS_POD3	Sleep quality	AIS score	Third postoperative night	Mean/SD	42	43	3.33	0.8	4.33	0.9			AIS points	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0347	Song 2020	SONG20_TEAS_vs_SHAM_REMSLEEP_POD3	Sleep quality	REM sleep	Third postoperative night	Mean/SD	42	43	21.5	1.7	18.64	1.5			%	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
V33-OD-0348	Song 2020	SONG20_TEAS_vs_SHAM_STABLESLEEP_POD3	Sleep quality	Stable sleep	Third postoperative night	Mean/SD	42	43	30.11	3	27.13	3.4			%	INCLUDE	Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.
