lock_id,target,endpoint_stratum,study,comparison_id,intervention,comparator,outcome,time_window,data_type,n_i,n_c,mean_i,sd_i,median_i,q1_i,q3_i,events_i,mean_c,sd_c,median_c,q1_c,q3_c,events_c,unit,reported_p,derived_effect_measure,derived_effect,rob_overall,include_strict,include_sensitivity,narrative_only,author_priority,p1_disposition,analysis_action,overlap_family,hold_reason,shared_control_issue,source_qc,record_status,source_url,v34_record_id
,V34_NEW_RESULT,Vomiting,Zhu 2022,V34_B1_047,Group Pre — EA day before surgery,Group Usual — usual care alone,Postoperative vomiting incidence,24–48 h after surgery,Events/total,101.0,101.0,,,,,,1.0,,,,,,5.0,participants,0.307,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0048
,V34_NEW_RESULT,Nausea severity,Zhu 2022,V34_B1_048,Group Pre — EA day before surgery,Group Usual — usual care alone,Nausea severity score,24–48 h after surgery,Mean/SD,101.0,101.0,0.04,0.28,,,,,0.12,0.45,,,,,4-point Likert-type severity scale 0-3,0.178,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0049
,V34_NEW_RESULT,Vomiting severity,Zhu 2022,V34_B1_049,Group Pre — EA day before surgery,Group Usual — usual care alone,Vomiting severity score,24–48 h after surgery,Mean/SD,101.0,101.0,0.02,0.2,,,,,0.08,0.37,,,,,4-point Likert-type severity scale 0-3,0.214,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0050
,V34_NEW_RESULT,Rescue antiemetic,Zhu 2022,V34_B1_050,Group Pre — EA day before surgery,Group Usual — usual care alone,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,Events/total,101.0,101.0,,,,,,1.0,,,,,,7.0,participants,0.045*,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0051
,V34_NEW_RESULT,Nausea,Zhu 2022,V34_B1_051,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,Postoperative nausea incidence,24–48 h after surgery,Events/total,98.0,101.0,,,,,,2.0,,,,,,7.0,participants,0.164,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0052
,V34_NEW_RESULT,Vomiting,Zhu 2022,V34_B1_052,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,Postoperative vomiting incidence,24–48 h after surgery,Events/total,98.0,101.0,,,,,,2.0,,,,,,5.0,participants,0.307,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0053
,V34_NEW_RESULT,Nausea severity,Zhu 2022,V34_B1_053,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,Nausea severity score,24–48 h after surgery,Mean/SD,98.0,101.0,0.03,0.22,,,,,0.12,0.45,,,,,4-point Likert-type severity scale 0-3,0.178,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0054
,V34_NEW_RESULT,Vomiting severity,Zhu 2022,V34_B1_054,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,Vomiting severity score,24–48 h after surgery,Mean/SD,98.0,101.0,0.02,0.14,,,,,0.08,0.37,,,,,4-point Likert-type severity scale 0-3,0.214,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0055
,V34_NEW_RESULT,Rescue antiemetic,Zhu 2022,V34_B1_055,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,Events/total,98.0,101.0,,,,,,2.0,,,,,,7.0,participants,0.045*,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0056
,V34_NEW_RESULT,Nausea,Zhu 2022,V34_B1_056,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,Postoperative nausea incidence,24–48 h after surgery,Events/total,100.0,101.0,,,,,,2.0,,,,,,7.0,participants,0.164,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0057
,V34_NEW_RESULT,Vomiting,Zhu 2022,V34_B1_057,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,Postoperative vomiting incidence,24–48 h after surgery,Events/total,100.0,101.0,,,,,,1.0,,,,,,5.0,participants,0.307,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0058
,V34_NEW_RESULT,Nausea severity,Zhu 2022,V34_B1_058,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,Nausea severity score,24–48 h after surgery,Mean/SD,100.0,101.0,0.04,0.28,,,,,0.12,0.45,,,,,4-point Likert-type severity scale 0-3,0.178,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0059
,V34_NEW_RESULT,Vomiting severity,Zhu 2022,V34_B1_059,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,Vomiting severity score,24–48 h after surgery,Mean/SD,100.0,101.0,0.02,0.2,,,,,0.08,0.37,,,,,4-point Likert-type severity scale 0-3,0.214,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0060
,V34_NEW_RESULT,Rescue antiemetic,Zhu 2022,V34_B1_060,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,Events/total,100.0,101.0,,,,,,1.0,,,,,,7.0,participants,0.045*,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0061
,V34_NEW_RESULT,Nausea,Zhu 2022,V34_B1_061,Group Pre — EA day before surgery,Group Usual — usual care alone,Postoperative nausea incidence,48–72 h after surgery,Events/total,101.0,101.0,,,,,,0.0,,,,,,0.0,participants,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0062
,V34_NEW_RESULT,Vomiting,Zhu 2022,V34_B1_062,Group Pre — EA day before surgery,Group Usual — usual care alone,Postoperative vomiting incidence,48–72 h after surgery,Events/total,101.0,101.0,,,,,,0.0,,,,,,0.0,participants,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0063
,V34_NEW_RESULT,Nausea,Zhu 2022,V34_B1_063,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,Postoperative nausea incidence,48–72 h after surgery,Events/total,98.0,101.0,,,,,,0.0,,,,,,0.0,participants,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0064
,V34_NEW_RESULT,Vomiting,Zhu 2022,V34_B1_064,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,Postoperative vomiting incidence,48–72 h after surgery,Events/total,98.0,101.0,,,,,,0.0,,,,,,0.0,participants,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0065
,V34_NEW_RESULT,Nausea,Zhu 2022,V34_B1_065,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,Postoperative nausea incidence,48–72 h after surgery,Events/total,100.0,101.0,,,,,,0.0,,,,,,0.0,participants,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0066
,V34_NEW_RESULT,Vomiting,Zhu 2022,V34_B1_066,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,Postoperative vomiting incidence,48–72 h after surgery,Events/total,100.0,101.0,,,,,,0.0,,,,,,0.0,participants,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,AUDIT-0067
,V34_NEW_RESULT,GI — abdominal distention,Yang 2020,V34_B1_067,EA group,UC group,Abdominal distension incidence,Postoperative; assessment window not separately stated,Events/total,29.0,28.0,,,,,,9.0,,,,,,11.0,participants,0.514,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,The article reports AD as a postoperative outcome but Table 3 does not attach a distinct clock time to this summary.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,AUDIT-0068
,V34_NEW_RESULT,GI — abdominal distention,Yang 2020,V34_B1_068,EA group,UC group,Abdominal distension severity grade 0,Postoperative; assessment window not separately stated,Events/total,29.0,28.0,,,,,,20.0,,,,,,17.0,participants,0.290,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,"P=0.290 is the overall comparison of the AD severity distribution, not a grade-specific P value.","SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,AUDIT-0069
