Canonical study,Comparison ID,Intervention arm,Comparator arm,Outcome family,Outcome/result,Timepoint/window,Data type,Randomized n intervention,Randomized n comparator,Analyzed n intervention,Analyzed n comparator,Mean intervention,SD intervention,Median intervention,Q1 intervention,Q3 intervention,Events intervention,Mean comparator,SD comparator,Median comparator,Q1 comparator,Q3 comparator,Events comparator,Unit/scale,Reported P,Directly reported?,Derived/converted?,Derived effect measure,Derived effect,Exact 0-24 h postoperative opioid?,Primary opioid meta-analysis eligible?,Other analysis eligibility,Shared-control / multi-arm issue,Source-QC issue,Source location,Source PDF URL,Record status,V34 record ID,V34 audit row,V34 disposition,Raw statistic intervention,Raw dispersion intervention,Raw statistic comparator,Raw dispersion comparator,Minimum intervention,Maximum intervention,Minimum comparator,Maximum comparator,IQR width intervention,IQR width comparator,Analysis population,V34 source filename,V34 source quote,V34 eligibility,V34 eligibility reason,V34 RoB2 status,V34 endpoint class,V34 modality,V34 comparator class,V34 time class
Liu 2021,LIU21_TEAS_vs_CTRL_POCD1,Perioperative TEAS,Electrodes/no current,Neurocognitive,Postoperative cognitive decline (MMSE Z-score ≤ -2),POD1,Events/total,50,50,50,50,,,,,,5,,,,,,11,participants,0.102,Yes,No,RR,0.4545454545454546,No,No,Eligible for dichotomous POD1 POCD analysis,No,"Control prose prints 11 cases as 25%, but 11/50 = 22%; preserve count as authoritative",POCD incidence table / POD1,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,SOURCE-VERIFIED / PERCENTAGE QC,V33-OD-0162,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,Neurocognitive,TEAS,Sham,pod1
Liu 2021,LIU21_TEAS_vs_CTRL_VASREST24,Perioperative TEAS,Electrodes/no current,Pain,VAS at rest,24 h,Mean/SD,50,50,50,50,2.52,0.505,,,,,2.66,0.626,,,,,VAS,0.221,Yes,No,MD,-0.1400000000000001,No,No,Eligible for 24-h rest-pain analysis,No,Participant blinding is unclear because active stimulation was maximum tolerated and control received no current,Table 2 / 24-h rest VAS,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0163,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Pain — rest,TEAS,Sham,24 h point
Liu 2021,LIU21_TEAS_vs_CTRL_VASCOUGH24,Perioperative TEAS,Electrodes/no current,Pain,VAS with coughing,24 h,Mean/SD,50,50,50,50,3.2,0.571,,,,,3.16,0.681,,,,,VAS,0.751,Yes,No,MD,0.04000000000000004,No,No,Eligible for 24-h movement/evoked-pain analysis,No,No evidence of analgesic benefit at 24 h,Table 2 / 24-h coughing VAS,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0164,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Pain — cough,TEAS,Sham,24 h point
Liu 2021,LIU21_TEAS_vs_CTRL_PCAPRESS24,Perioperative TEAS,Electrodes/no current,Opioid demand,PCA pump compressions,0-24 h,Mean/SD,50,50,50,50,17.62,2.687,,,,,17.38,3.801,,,,,presses,0.716,Yes,No,MD,0.240000000000002,No,No,Eligible as 24-h PCA-demand outcome only,No,Compressions may represent demands rather than successful boluses; do not convert to sufentanil mass,24-h PCA compression result,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,SOURCE-VERIFIED / DOSE NOT RECONSTRUCTABLE,V33-OD-0165,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,PCA/PCIA button presses,TEAS,Sham,0-24h
Liu 2021,LIU21_TEAS_vs_CTRL_OPIOID24,Perioperative TEAS,Electrodes/no current,Opioid consumption,Cumulative postoperative sufentanil consumption,0-24 h,Not calculable,50,50,50,50,,,,,,,,,,,,,published formulation 0.15 µg/kg in 100 mL,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,"Published PCA formulation is ambiguous/implausibly low, successful delivered boluses are not reported, and actual cumulative sufentanil is unavailable",Postoperative PCIA section,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,MISSING / FORMULATION + DELIVERY UNRESOLVED,V33-OD-0166,,,,,,,,,,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),TEAS,Sham,0-24h
Liu 2026 (burn),LIU26BURN_TEAS_vs_SHAM_REMI,Pre-induction TEAS,Placebo/sham TEAS,Intraoperative opioid,Remifentanil consumption,Intraoperative,Median/IQR,44,44,43,43,,,0.7,0.5,1.1,,,,0.9,0.65,1.25,,mg remifentanil,0.039,Yes,No,,,No,No,Eligible for intraoperative opioid-sparing analysis using median/IQR methods,No,Abstract gives TEAS 0.65 (0.45-1.00) and control 0.90 (0.67-1.23); master uses Results/Figure 4 values and retains source discrepancy,Results / Figure 4,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,SOURCE-VERIFIED / ABSTRACT VALUE QC,V33-OD-0167,,,,,,,,,,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Intraoperative opioid,TEAS,Sham,intraoperative
Liu 2026 (burn),LIU26BURN_TEAS_vs_SHAM_PONV24,Pre-induction TEAS,Placebo/sham TEAS,PONV,Nausea-vomiting,Through POD1 / approximately 24 h,Events/total,44,44,43,43,,,,,,7,,,,,,16,participants,Published P=0.011 vs 0.028 conflict,Yes,No,RR,0.4375000000000001,No,No,Eligible using raw 7/43 vs 16/43 event counts with P-value QC,No,Two different P-values are printed for the same result,Secondary postoperative outcomes,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,SOURCE-VERIFIED / P-VALUE CONFLICT,V33-OD-0168,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,PONV composite,TEAS,Sham,through pod1 / approximately 24h
Liu 2026 (burn),LIU26BURN_TEAS_vs_SHAM_RESCUE,Pre-induction TEAS,Placebo/sham TEAS,Rescue opioid use,Any rescue dezocine use,Through POD1,Events/total,44,44,43,43,,,,,,3,,,,,,8,participants,Table P=0.106; prose P=0.430,Yes,No,RR,0.375,No,No,Eligible for binary rescue-opioid-use analysis with source-statistic QC,No,All rescue users received one 5-mg IM dezocine dose; no repeat rescue doses were required,Rescue analgesia,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,SOURCE-VERIFIED / P-VALUE CONFLICT,V33-OD-0169,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Rescue opioid use,TEAS,Sham,through pod1
Liu 2026 (burn),LIU26BURN_TEAS_vs_SHAM_FVAS24,Pre-induction TEAS,Placebo/sham TEAS,Pain,Resting F-VAS pain,24 h,Graph-only continuous data,44,44,43,43,,,,,,,,,,,,,F-VAS 0-100 mm,0.039,No,No,,,No,No,Not ready for continuous pain meta-analysis without formal graph digitization or author data,No,Exact means/SDs are figure-only; do not infer numeric values from bar heights,Figure 5 / F3 24 h,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,FIGURE ONLY / DIGITIZATION NEEDED,V33-OD-0170,,,,,,,,,,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Pain — rest,TEAS,Sham,24 h point
Liu 2026 (burn),LIU26BURN_TEAS_vs_SHAM_OPIOID24,Pre-induction TEAS,Placebo/sham TEAS,Opioid consumption,Complete postoperative opioid/MME exposure,0-24 h,Not calculable,44,44,43,43,,,,,,,,,,,,,sufentanil + butorphanol PCIA; rescue dezocine,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,"PCIA composition is known but bolus volume, basal rate, delivered-volume and successful-delivery counts are not; two opioids are present in the pump",Postoperative PCIA section,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,MISSING / COMBINED OPIOID EXPOSURE NOT CALCULABLE,V33-OD-0171,,,,,,,,,,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),TEAS,Sham,0-24h
Liu 2025,LIU25_EA_vs_CTRL_SVT24,Perioperative electroacupuncture,Control/sham procedure,Cardiac rhythm,New-onset supraventricular tachycardia (SVT),First 24 h,Events/total,40,40,38,39,,,,,,4,,,,,,13,participants,0.02,Yes,No,RR,0.3157894736842105,No,No,Eligible for dichotomous 24-h SVT analysis,No,Three randomized participants discontinued after randomization; preserve analyzed denominators 38 and 39,Primary outcome / first-24-h SVT,https://drive.google.com/file/d/1SHBSKFaeE4G3PXTGVMm7TR8L0H9EgtsD/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,V33-OD-0172,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,Cardiac rhythm,EA,Sham,first 24h
Liu 2025,LIU25_EA_vs_CTRL_TSTN1,Perioperative electroacupuncture,Control/sham procedure,Sleep quality,Total sleep time measured by ambulatory sleep recorder,First postoperative night,Median/IQR,40,40,38,39,,,209.5,73.8,261.5,,,,119,48,193,,minutes,0.02,Yes,No,,,No,No,Eligible for objective postoperative sleep-duration analysis using median/IQR methods,No,Objective sleep-recorder endpoint; control electrical-current status is not completely clear in the publication,Objective sleep monitoring / first night,https://drive.google.com/file/d/1SHBSKFaeE4G3PXTGVMm7TR8L0H9EgtsD/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0173,,,,,,,,,,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Sleep quality,EA,Sham,first postoperative night
Liu 2025,LIU25_EA_vs_CTRL_PAIN24,Perioperative electroacupuncture,Control/sham procedure,Pain,VAS pain intensity,24 h,Graph-only continuous data,40,40,38,39,,,,,,,,,,,,,VAS 0-10,Between-group difference not significant,No,No,,,No,No,Not ready for continuous 24-h pain pooling without formal digitization or author data,No,"Figure shows approximately 2/10 in both groups, but exact means/SDs are not numerically reported",Figure 2 / 24-h pain,https://drive.google.com/file/d/1SHBSKFaeE4G3PXTGVMm7TR8L0H9EgtsD/view?usp=drivesdk,FIGURE ONLY / DIGITIZATION NEEDED,V33-OD-0174,,,,,,,,,,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Pain — unspecified context,EA,Sham,24 h point
Liu 2025,LIU25_EA_vs_CTRL_OPIOID24,Perioperative electroacupuncture,Control/sham procedure,Opioid consumption,Exact cumulative postoperative opioid consumption,0-24 h,Not reported,40,40,38,39,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,No source-grounded exact 0-24-h postoperative opioid total is available in the reconciled extraction,Exact 24-h opioid endpoint absent,https://drive.google.com/file/d/1SHBSKFaeE4G3PXTGVMm7TR8L0H9EgtsD/view?usp=drivesdk,MISSING / NOT REPORTED,V33-OD-0175,,,,,,,,,,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),EA,Sham,0-24h
Li 2022,LI22_EA_vs_SHAM_NRS24,Preoperative electroacupuncture,Sham electroacupuncture,Pain,Postoperative NRS pain,24 h,Median/IQR,40,40,39,40,,,1.5,1,3,,,,1.6,1,3,,NRS 0-10,0.223,Yes,No,,,No,No,Eligible for 24-h pain analysis using median/IQR methods,No,One randomized participant was not included in the final EA analysis; the 24-h pain difference is not significant,24-h postoperative NRS,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,V33-OD-0176,,,,,,,,,,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: Some concerns,Pain — unspecified context,EA,Sham,24 h point
Li 2022,LI22_EA_vs_SHAM_MPT24,Preoperative electroacupuncture,Sham electroacupuncture,Experimental pain,Mechanical pain threshold around surgical incision,24 h,Source-reported direction; exact value not promoted,40,40,39,40,,,,,,,,,,,,,mechanical threshold,No significant between-group difference at 24 h,Yes,No,,,No,No,Do not use as a continuous meta-analysis value without the exact source table/figure numbers,No,"EA advantage was reported at 30 min and 6 h, not at 24 or 48 h; the earlier stored RoB fabricated a significant 24-h result",Mechanical-threshold longitudinal result,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,SOURCE-VERIFIED / NO 24H BENEFIT,V33-OD-0177,,,,,,,,,,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,Pain — unspecified context,EA,Sham,24 h point
Li 2022,LI22_EA_vs_SHAM_OPIOID24,Preoperative electroacupuncture,Sham electroacupuncture,Opioid consumption,Exact cumulative postoperative opioid consumption,0-24 h,Not reported,40,40,39,40,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,The prior derivative's 24-h sufentanil result was fabricated; no source-grounded exact 24-h postoperative opioid total is available,Exact 24-h opioid endpoint absent,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,MISSING / NOT REPORTED,V33-OD-0178,,,,,,,,,,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),EA,Sham,0-24h
Liang 2021,LIANG21_TEAS_vs_CTRL_CRBD_END,Preoperative TEAS,Control/no stimulation,Catheter-related bladder discomfort,CRBD incidence,End of surgery,Events/total,37,38,35,35,,,,,,9,,,,,,28,participants,NR,Yes,No,RR,0.3214285714285714,No,No,Eligible for CRBD analysis at the matching timepoint,No,75 randomized but only 70 analyzed; preserve 35/35 outcome denominators. The stored 6-h CRBD endpoint does not exist in the source,CRBD incidence table,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,V33-OD-0179,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,Catheter-related bladder discomfort,TEAS,Sham,end of surgery
Liang 2021,LIANG21_TEAS_vs_CTRL_CRBD_PACU,Preoperative TEAS,Control/no stimulation,Catheter-related bladder discomfort,CRBD incidence,PACU discharge,Events/total,37,38,35,35,,,,,,20,,,,,,28,participants,NR,Yes,No,RR,0.7142857142857142,No,No,Eligible for CRBD analysis at the matching timepoint,No,75 randomized but only 70 analyzed; preserve 35/35 outcome denominators. The stored 6-h CRBD endpoint does not exist in the source,CRBD incidence table,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,V33-OD-0180,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,Catheter-related bladder discomfort,TEAS,Sham,pacu discharge
Liang 2021,LIANG21_TEAS_vs_CTRL_CRBD24,Preoperative TEAS,Control/no stimulation,Catheter-related bladder discomfort,CRBD incidence,24 h,Events/total,37,38,35,35,,,,,,7,,,,,,31,participants,<0.05,Yes,No,RR,0.2258064516129032,No,No,Eligible for CRBD analysis at the matching timepoint,No,75 randomized but only 70 analyzed; preserve 35/35 outcome denominators. The stored 6-h CRBD endpoint does not exist in the source,CRBD incidence table,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,V33-OD-0181,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,Catheter-related bladder discomfort,TEAS,Sham,24 h point
Liang 2021,LIANG21_TEAS_vs_CTRL_CRBD48,Preoperative TEAS,Control/no stimulation,Catheter-related bladder discomfort,CRBD incidence,48 h,Events/total,37,38,35,35,,,,,,4,,,,,,19,participants,<0.05,Yes,No,RR,0.2105263157894737,No,No,Eligible for CRBD analysis at the matching timepoint,No,75 randomized but only 70 analyzed; preserve 35/35 outcome denominators. The stored 6-h CRBD endpoint does not exist in the source | V34: SOURCE CONFLICT: abstract 48-h CRBD 4/35 versus 7/35; Table 2 4/35 versus 19/35. Retain table values; quantitative HOLD pending adjudication.,CRBD incidence table,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,V33-OD-0182,,,,,,,,,,,,,,,,HOLD,"Unresolved source conflict or undefined endpoint; printed values retained, excluded from quantitative models.",EXISTING_RESULT_SPECIFIC: High,Catheter-related bladder discomfort,TEAS,Sham,48h
Liang 2021,LIANG21_TEAS_vs_CTRL_OPIOID24,Preoperative TEAS,Control/no stimulation,Opioid consumption,Exact cumulative postoperative opioid consumption,0-24 h,Not reported,37,38,35,35,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,The source trial focuses on CRBD; no source-grounded exact cumulative 24-h opioid endpoint is available,Exact 24-h opioid endpoint absent,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,MISSING / NOT REPORTED,V33-OD-0183,,,,,,,,,,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),TEAS,Sham,0-24h
Lee 2011,LEE11_LOW_vs_SHAM_MORPH24,Low-frequency dense-sparse SSP,Sham SSP,Opioid consumption,Cumulative IV PCA morphine delivered,First 24 postoperative hours,Mean/SD,12,12,10,12,29.29,8.89,,,,,34.2,6.4,,,,,mg IV morphine,Pairwise significance not clearly reported,Yes,No,MD,-4.910000000000004,Yes,Yes,Eligible for 24-h opioid analysis; shared sham comparator requires multi-arm handling,Yes,Two of 12 low-frequency participants discontinued because they could not complete VAS; publication analyzed 47/49 with no ITT,Table 8 / total morphine delivered,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,SOURCE-VERIFIED / MULTI-ARM + ATTRITION QC,V33-OD-0184,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,Postoperative opioid dose (native window/unit),MODALITY_REVIEW_REQUIRED,Sham,first 24 postoperative hours
Lee 2011,LEE11_HIGH_vs_SHAM_MORPH24,100-Hz SSP,Sham SSP,Opioid consumption,Cumulative IV PCA morphine delivered,First 24 postoperative hours,Mean/SD,12,12,12,12,31.14,8.15,,,,,34.2,6.4,,,,,mg IV morphine,Pairwise significance not clearly reported,Yes,No,MD,-3.060000000000002,Yes,Yes,Eligible for 24-h opioid analysis; shared sham comparator requires multi-arm handling,Yes,Four-arm RCT; do not reconstruct total dose by summing interval means,Table 8 / total morphine delivered,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0185,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,Postoperative opioid dose (native window/unit),MODALITY_REVIEW_REQUIRED,Sham,first 24 postoperative hours
Lee 2011,LEE11_LOW_vs_CONTROL_MORPH24,Low-frequency dense-sparse SSP,Untreated control,Opioid consumption,Cumulative IV PCA morphine delivered,First 24 postoperative hours,Mean/SD,12,13,10,13,29.29,8.89,,,,,38.63,11.08,,,,,mg IV morphine,Authors report significant post-hoc difference,Yes,No,MD,-9.340000000000003,Yes,Yes,Eligible for active-vs-usual-care 24-h opioid analysis,Yes,This is not the sham-controlled contrast; keep separate from active-vs-sham synthesis,Table 8 / total morphine delivered,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0186,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,Postoperative opioid dose (native window/unit),MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,first 24 postoperative hours
