batch,batch_row,study,outcome_family,outcome_result,timepoint_window,intervention_arm,comparator_arm,randomized_n_int,randomized_n_comp,analyzed_n_int,analyzed_n_comp,statistic_type,value_int,dispersion_int,value_comp,dispersion_comp,events_int,events_comp,unit_scale,reported_p,effect_estimate_as_printed,analysis_population,page,table_or_figure,verbatim_quote,ambiguity_notes,v34_audit_row,v34_disposition,v34_v34_record_id,v34_v33_excel_row,v34_outcome,v34_window
1,128,Lu 2022,PONV,PONV incidence,72 h after surgery,TEAS,Control,50,50,47,47,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,8,4,participants,0.23,NOT REPORTED,Available-case,p. 2874,Table 3,"72 h after surgery: PONV, n (%) 8 ... 4 ... 0.23",The paper reports these as PONV at each assessment time; it does not state that these are cumulative non-overlapping intervals.,129,ADDED,AUDIT-0129,,PONV incidence,72 h after surgery
1,129,Lu 2022,Quality of recovery,QoR-15 score,24 h after surgery,TEAS,Control,50,50,47,47,Median/range,54.5,"15.0, 92.0",59.0,"27.0, 136.0",NOT REPORTED,NOT REPORTED,QoR-15 points,0.01,NOT REPORTED,Available-case,p. 2875,Table 3 (continued),"24 h after surgery 54.5(15.0, 92.0) 59.0(27.0, 136.0) 0.01 /","Major internal conflict: Results prose reports 24-h QoR-15 as 50.5 (IQR 42.3–61.8) vs 44.5 (IQR 35.0–57.0), P=0.04, whereas Table 3 reports the values in this row and labels them median (min,max). Both locations should be preserved; this extraction uses the table per protocol.",130,AMBIGUOUS_HOLD,AUDIT-0130,,QoR-15 score,24 h after surgery
1,130,Lu 2022,Quality of recovery,QoR-15 score,48 h after surgery,TEAS,Control,50,50,47,47,Median/range,59.0,"35.0, 104.0",62.0,"0.0, 130.0",NOT REPORTED,NOT REPORTED,QoR-15 points,0.35,NOT REPORTED,Available-case,p. 2875,Table 3 (continued),"48 h after surgery 59.0(35.0, 104.0) 62.0(0.0, 130.0) 0.35 /","Table header states median (min, max).",131,NOT_ANALYSIS_ELIGIBLE,AUDIT-0131,,QoR-15 score,48 h after surgery
1,131,Lu 2022,Quality of recovery,QoR-15 score,72 h after surgery,TEAS,Control,50,50,47,47,Median/range,67.0,"31.0, 113.0",67.0,"11.0, 136.0",NOT REPORTED,NOT REPORTED,QoR-15 points,0.75,NOT REPORTED,Available-case,p. 2875,Table 3 (continued),"72 h after surgery 67.0(31.0, 113.0) 67.0(11.0, 136.0) 0.75 /","Table header states median (min, max).",132,NOT_ANALYSIS_ELIGIBLE,AUDIT-0132,,QoR-15 score,72 h after surgery
1,132,Lu 2022,Opioid demand,PCA attempts,48 h after surgery,TEAS,Control,50,50,47,47,Median/range,13.0,"5.0, 22.0",26.0,"11.5, 45.5",NOT REPORTED,NOT REPORTED,PCA attempts,0.002,NOT REPORTED,Available-case,p. 2874,Table 3,"48 h after surgery: PCA attempts 13.0(5.0, 22.0) 26.0(11.5, 45.5) 0.002",Counts of button attempts; not opioid dose.,133,NOT_ANALYSIS_ELIGIBLE,AUDIT-0133,,PCA attempts,48 h after surgery
1,133,Lu 2022,Opioid demand,Successful PCA deliveries,48 h after surgery,TEAS,Control,50,50,47,47,Median/range,7.0,"3.0, 14.0",16.5,"8.0, 35.0",NOT REPORTED,NOT REPORTED,PCA deliveries,0.001,NOT REPORTED,Available-case,p. 2874,Table 3,"48 h after surgery: PCA deliveries 7.0(3.0, 14.0) 16.5(8.0, 35.0) 0.001",Number of PCA deliveries; not opioid dose.,134,NOT_ANALYSIS_ELIGIBLE,AUDIT-0134,,Successful PCA deliveries,48 h after surgery
1,134,Lu 2022,Opioid demand,PCA attempts,72 h after surgery,TEAS,Control,50,50,47,47,Median/range,13.0,"5.0, 24.0",24.5,"13.0, 46.0",NOT REPORTED,NOT REPORTED,PCA attempts,0.002,NOT REPORTED,Available-case,p. 2874,Table 3,"72 h after surgery: PCA attempts 13.0(5.0, 24.0) 24.5(13.0, 46.0) 0.002",Counts of button attempts; not opioid dose.,135,NOT_ANALYSIS_ELIGIBLE,AUDIT-0135,,PCA attempts,72 h after surgery
1,135,Lu 2022,Opioid demand,Successful PCA deliveries,72 h after surgery,TEAS,Control,50,50,47,47,Median/range,7.0,"3.0, 20.0",16.5,"10.0, 36.0",NOT REPORTED,NOT REPORTED,PCA deliveries,0.003,NOT REPORTED,Available-case,p. 2874,Table 3,"72 h after surgery: PCA deliveries 7.0(3.0, 20.0) 16.5(10.0, 36.0) 0.003",Number of PCA deliveries; not opioid dose.,136,NOT_ANALYSIS_ELIGIBLE,AUDIT-0136,,Successful PCA deliveries,72 h after surgery
1,136,Lu 2022,Functional recovery,Time to first oral intake of water,Postoperative,TEAS,Control,50,50,47,47,Mean/SD,33.5,22.3,28.9,17.5,NOT REPORTED,NOT REPORTED,hours,0.28,NOT REPORTED,Available-case,p. 2874,Table 3,"Time to first oral intake of water, h 33.5±22.3 28.9±17.5 0.28 /",NOT REPORTED,137,ADDED,AUDIT-0137,,Time to first oral intake of water,Postoperative
1,137,Li 2021,Pain,Participants with postoperative VAS score ≥4,6 h post-OP,Group T — TEAS,Group S — sham,140,140,140,140,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,30,50,participants,0.008*,NOT REPORTED,Unstated,p. 215,Table 5,6 h post-OP ... Postoperative VAS score ≥4: 30 ... 50 ... 0.008*,"This is a dichotomized VAS threshold, not a continuous VAS score.",138,ALREADY_PRESENT,V33-OD-0155,155,Participants with postoperative VAS score ≥4,6 h post-OP
1,138,Li 2021,PONV,PONV occurrence,6 h post-OP,Group T — TEAS,Group S — sham,140,140,140,140,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,51,100,participants,0.000**,NOT REPORTED,Unstated,p. 215,Table 5,6 h post-OP ... PONV occurred: 51 ... 100 ... 0.000**,These are assessment-time PONV occurrence counts as printed; the article does not relabel them as cumulative 0–x-hour windows.,139,ADDED,AUDIT-0139,,PONV occurrence,6 h post-OP
1,139,Li 2021,Pain,Participants with postoperative VAS score ≥4,12 h post-OP,Group T — TEAS,Group S — sham,140,140,140,140,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,45,54,participants,0.261,NOT REPORTED,Unstated,p. 215,Table 5,12 h post-OP ... Postoperative VAS score ≥4: 45 ... 54 ... 0.261,"This is a dichotomized VAS threshold, not a continuous VAS score.",140,ADDED,AUDIT-0140,,Participants with postoperative VAS score ≥4,12 h post-OP
1,140,Li 2021,PONV,PONV occurrence,12 h post-OP,Group T — TEAS,Group S — sham,140,140,140,140,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,54,81,participants,0.001**,NOT REPORTED,Unstated,p. 215,Table 5,12 h post-OP ... PONV occurred: 54 ... 81 ... 0.001**,These are assessment-time PONV occurrence counts as printed; the article does not relabel them as cumulative 0–x-hour windows.,141,ADDED,AUDIT-0141,,PONV occurrence,12 h post-OP
1,141,Li 2021,Pain,Participants with postoperative VAS score ≥4,9 am on day 1,Group T — TEAS,Group S — sham,140,140,140,140,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,14,6,participants,0.063,NOT REPORTED,Unstated,p. 215,Table 5,9 am on day 1 ... Postoperative VAS score ≥4: 14 ... 6 ... 0.063,"This is a dichotomized VAS threshold, not a continuous VAS score.",142,ADDED,AUDIT-0142,,Participants with postoperative VAS score ≥4,9 am on day 1
1,142,Li 2021,PONV,PONV occurrence,9 am on day 1,Group T — TEAS,Group S — sham,140,140,140,140,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,81,66,participants,0.073,NOT REPORTED,Unstated,p. 215,Table 5,9 am on day 1 ... PONV occurred: 81 ... 66 ... 0.073,These are assessment-time PONV occurrence counts as printed; the article does not relabel them as cumulative 0–x-hour windows.,143,ADDED,AUDIT-0143,,PONV occurrence,9 am on day 1
1,143,Li 2021,Pain,Participants with postoperative VAS score ≥4,3 pm on day 1,Group T — TEAS,Group S — sham,140,140,140,140,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,26,25,participants,0.877,NOT REPORTED,Unstated,p. 215,Table 5,3 pm on day 1 ... Postoperative VAS score ≥4: 26 ... 25 ... 0.877,"This is a dichotomized VAS threshold, not a continuous VAS score.",144,ADDED,AUDIT-0144,,Participants with postoperative VAS score ≥4,3 pm on day 1
1,144,Li 2021,PONV,PONV occurrence,3 pm on day 1,Group T — TEAS,Group S — sham,140,140,140,140,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,36,66,participants,0.000**,NOT REPORTED,Unstated,p. 215,Table 5,3 pm on day 1 ... PONV occurred: 36 ... 66 ... 0.000**,These are assessment-time PONV occurrence counts as printed; the article does not relabel them as cumulative 0–x-hour windows.,145,ADDED,AUDIT-0145,,PONV occurrence,3 pm on day 1
1,145,Li 2021,Pain,Participants with postoperative VAS score ≥4,9 am on day 2,Group T — TEAS,Group S — sham,140,140,140,140,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,4,0,participants,0.122,NOT REPORTED,Unstated,p. 215,Table 5,9 am on day 2 ... Postoperative VAS score ≥4: 4 ... 0 ... 0.122,"This is a dichotomized VAS threshold, not a continuous VAS score.",146,ADDED,AUDIT-0146,,Participants with postoperative VAS score ≥4,9 am on day 2
1,146,Li 2021,PONV,PONV occurrence,9 am on day 2,Group T — TEAS,Group S — sham,140,140,140,140,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,50,56,participants,0.460,NOT REPORTED,Unstated,p. 215,Table 5,9 am on day 2 ... PONV occurred: 50 ... 56 ... 0.460,These are assessment-time PONV occurrence counts as printed; the article does not relabel them as cumulative 0–x-hour windows.,147,ADDED,AUDIT-0147,,PONV occurrence,9 am on day 2
1,147,Li 2021,Pain,Participants with postoperative VAS score ≥4,3 pm on day 2,Group T — TEAS,Group S — sham,140,140,140,140,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,7,7,participants,1.000,NOT REPORTED,Unstated,p. 215,Table 5,3 pm on day 2 ... Postoperative VAS score ≥4: 7 ... 7 ... 1.000,"This is a dichotomized VAS threshold, not a continuous VAS score.",148,ADDED,AUDIT-0148,,Participants with postoperative VAS score ≥4,3 pm on day 2
1,148,Li 2021,PONV,PONV occurrence,3 pm on day 2,Group T — TEAS,Group S — sham,140,140,140,140,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,55,55,participants,1.000,NOT REPORTED,Unstated,p. 215,Table 5,3 pm on day 2 ... PONV occurred: 55 ... 55 ... 1.000,These are assessment-time PONV occurrence counts as printed; the article does not relabel them as cumulative 0–x-hour windows.,149,ADDED,AUDIT-0149,,PONV occurrence,3 pm on day 2
1,149,Li 2021,Length of stay,Length of postoperative hospital stay,From date of surgery to discharge,Group T — TEAS,Group S — sham,140,140,140,140,Mean/SD,6.2,3.3,8.1,3.6,NOT REPORTED,NOT REPORTED,days,<0.01,NOT REPORTED,Unstated,p. 215,Table 6,Group T (n = 140) 6.2 ± 3.3** ... Group S (n = 140) 8.1 ± 3.6,Table 6 uses ** and footnote **P <0.01 vs group S rather than a numeric exact P value.,150,ADDED,AUDIT-0150,,Length of postoperative hospital stay,From date of surgery to discharge
2,1,Gu 2019,Pain,VAS pain intensity,4 h,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),60,60,58,59,Mean/SD,2.79,0.48,3.41,0.62,NOT REPORTED,NOT REPORTED,VAS 0-10,<0.05,NOT REPORTED,Available-case/completer analysis,p. 15 (results text); Fig. 3 on p. 14,Results §3.2 + Figure 3,VAS at 4 h: 2.79 ± 0.48 vs 3.41 ± 0.62.,Exact P value is not printed; source reports P<0.05.,151,ADDED,AUDIT-0151,,VAS pain intensity,4 h
2,2,Gu 2019,Pain,VAS pain intensity,8 h,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),60,60,58,59,Mean/SD,2.65,0.42,3.17,0.49,NOT REPORTED,NOT REPORTED,VAS 0-10,<0.05,NOT REPORTED,Available-case/completer analysis,p. 15 (results text); Fig. 3 on p. 14,Results §3.2 + Figure 3,VAS at 8 h: 2.65 ± 0.42 vs 3.17 ± 0.49.,Exact P value is not printed; source reports P<0.05.,152,ADDED,AUDIT-0152,,VAS pain intensity,8 h
2,3,Gu 2019,Pain,VAS pain intensity,16 h,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),60,60,58,59,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0-10,No between-group significance marker in Figure 3,NOT REPORTED,Available-case/completer analysis,p. 14,Figure 3,Figure 3 includes T3/T5 = 16 h after operation.,No exact numeric values are printed; do not estimate from bar height.,153,GRAPH_ONLY_ADDED,AUDIT-0153,,VAS pain intensity,16 h
2,4,Gu 2019,Pain,VAS pain intensity,36 h,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),60,60,58,59,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0-10,No between-group significance marker in Figure 3,NOT REPORTED,Available-case/completer analysis,p. 14,Figure 3,Figure 3 includes T3/T5 = 36 h after operation.,No exact numeric values are printed; do not estimate from bar height.,154,GRAPH_ONLY_ADDED,AUDIT-0154,,VAS pain intensity,36 h
2,5,Gu 2019,Opioid demand,Cumulative multimodal PCIA solution consumed,16 h,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),60,60,58,59,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,mL of multimodal PCIA solution,No between-group significance marker in Figure 4,NOT REPORTED,Available-case/completer analysis,p. 14,Figure 4,Figure 4 reports analgesics consumption at T1-T5; T3 is 16 h.,"No exact numeric 16-h value is printed. PCIA contains sufentanil plus dexmedetomidine, flurbiprofen and palonosetron; do not label solution volume as pure opioid mass.",155,GRAPH_ONLY_ADDED,AUDIT-0155,,Cumulative multimodal PCIA solution consumed,16 h
2,6,Gu 2019,PONV,Any postoperative nausea and/or vomiting (PONV),Postoperative follow-up; exact window not stated,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),60,60,58,59,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,7,19,participants,<0.05,NOT REPORTED,Available-case/completer analysis,p. 15,Figure 5,Figure 5 labels 19 PONV cases in C-TEAS and 7 in L-TEAS.,"Results text reports 12% vs 32.2%; these match 7/58 and 19/59. The exact observation window is not stated, although discussion says most PONV occurred within 24 h.",156,AMBIGUOUS_HOLD,AUDIT-0156,,Any postoperative nausea and/or vomiting (PONV),Postoperative follow-up; exact window not stated
2,7,Gu 2019,Patient satisfaction,Very satisfied,36 h postoperatively,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),60,60,58,59,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,32,9,participants,0.00*,NOT REPORTED,Available-case/completer analysis,p. 15,Table 4,Very satisfied: L-TEAS 32/58; C-TEAS 9/59.,"Table 4 category counts are internally coherent, but Results text reports 'moderately satisfied and above' 67.3% vs 42.4%, which does not reconcile with the table. Do not use that composite without adjudication.",157,ADDED,AUDIT-0157,,Very satisfied,36 h postoperatively
2,8,Gu 2019,Patient satisfaction,Satisfied,36 h postoperatively,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),60,60,58,59,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,19,32,participants,0.02*,NOT REPORTED,Available-case/completer analysis,p. 15,Table 4,Satisfied: L-TEAS 19/58; C-TEAS 32/59.,"Table 4 category counts are internally coherent, but Results text reports 'moderately satisfied and above' 67.3% vs 42.4%, which does not reconcile with the table. Do not use that composite without adjudication.",158,ADDED,AUDIT-0158,,Satisfied,36 h postoperatively
2,9,Gu 2019,Patient satisfaction,Moderately satisfied,36 h postoperatively,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),60,60,58,59,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,7,16,participants,0.04*,NOT REPORTED,Available-case/completer analysis,p. 15,Table 4,Moderately satisfied: L-TEAS 7/58; C-TEAS 16/59.,"Table 4 category counts are internally coherent, but Results text reports 'moderately satisfied and above' 67.3% vs 42.4%, which does not reconcile with the table. Do not use that composite without adjudication.",159,ADDED,AUDIT-0159,,Moderately satisfied,36 h postoperatively
2,10,Gu 2019,Patient satisfaction,Not satisfied,36 h postoperatively,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),60,60,58,59,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,2,participants,0.16,NOT REPORTED,Available-case/completer analysis,p. 15,Table 4,Not satisfied: L-TEAS 0/58; C-TEAS 2/59.,"Table 4 category counts are internally coherent, but Results text reports 'moderately satisfied and above' 67.3% vs 42.4%, which does not reconcile with the table. Do not use that composite without adjudication.",160,ADDED,AUDIT-0160,,Not satisfied,36 h postoperatively
2,11,Huang 2025,Pain,VAS pain score,24 h,Postoperative EA + ERAS,ERAS/standard care,51,50,43,45,Median/range,5,3-7,6,4-8,NOT REPORTED,NOT REPORTED,VAS 0-10,<0.001,NOT REPORTED,Available-case/completer analysis,p. 2749,Table 4,Postoperative 24 h: VAS 5 (3-7) vs 6 (4-8).,"Table explicitly labels dispersion as min-max, not IQR.",161,NOT_ANALYSIS_ELIGIBLE,AUDIT-0161,,VAS pain score,24 h
2,12,Huang 2025,Pain,VAS pain score,48 h,Postoperative EA + ERAS,ERAS/standard care,51,50,43,45,Median/range,3,1-5,4,1-7,NOT REPORTED,NOT REPORTED,VAS 0-10,<0.001,NOT REPORTED,Available-case/completer analysis,p. 2749,Table 4,Postoperative 48 h: VAS 3 (1-5) vs 4 (1-7).,"Table explicitly labels dispersion as min-max, not IQR.",162,NOT_ANALYSIS_ELIGIBLE,AUDIT-0162,,VAS pain score,48 h
2,13,Huang 2025,Pain,VAS pain score,72 h,Postoperative EA + ERAS,ERAS/standard care,51,50,43,45,Median/range,2,1-4,3,1-5,NOT REPORTED,NOT REPORTED,VAS 0-10,<0.001,NOT REPORTED,Available-case/completer analysis,p. 2749,Table 4,Postoperative 72 h: VAS 2 (1-4) vs 3 (1-5).,"Table explicitly labels dispersion as min-max, not IQR.",163,NOT_ANALYSIS_ELIGIBLE,AUDIT-0163,,VAS pain score,72 h
2,14,Huang 2025,GI recovery,I-FEED score,24 h,Postoperative EA + ERAS,ERAS/standard care,51,50,43,45,Median/range,3,2-4,3,2-4,NOT REPORTED,NOT REPORTED,I-FEED score,<0.001,NOT REPORTED,Available-case/completer analysis,p. 2749,Table 4,Postoperative 24 h: I-FEED 3 (2-4) vs 3 (2-4).,Table explicitly labels dispersion as min-max. Equal medians at 24 h do not invalidate the reported rank-test P value.,164,NOT_ANALYSIS_ELIGIBLE,AUDIT-0164,,I-FEED score,24 h
2,15,Huang 2025,GI recovery,I-FEED score,48 h,Postoperative EA + ERAS,ERAS/standard care,51,50,43,45,Median/range,2,0-2,2,1-3,NOT REPORTED,NOT REPORTED,I-FEED score,<0.001,NOT REPORTED,Available-case/completer analysis,p. 2749,Table 4,Postoperative 48 h: I-FEED 2 (0-2) vs 2 (1-3).,Table explicitly labels dispersion as min-max. Equal medians at 24 h do not invalidate the reported rank-test P value.,165,NOT_ANALYSIS_ELIGIBLE,AUDIT-0165,,I-FEED score,48 h
2,16,Huang 2025,GI recovery,I-FEED score,72 h,Postoperative EA + ERAS,ERAS/standard care,51,50,43,45,Median/range,1,0-2,2,1-3,NOT REPORTED,NOT REPORTED,I-FEED score,<0.001,NOT REPORTED,Available-case/completer analysis,p. 2749,Table 4,Postoperative 72 h: I-FEED 1 (0-2) vs 2 (1-3).,Table explicitly labels dispersion as min-max. Equal medians at 24 h do not invalidate the reported rank-test P value.,166,NOT_ANALYSIS_ELIGIBLE,AUDIT-0166,,I-FEED score,72 h
2,17,Huang 2025,Quality of recovery,QoR-40 total score,Day of discharge,Postoperative EA + ERAS,ERAS/standard care,51,50,43,45,Median/range,196,192-198,192,188-198,NOT REPORTED,NOT REPORTED,QoR-40 points,<0.001,NOT REPORTED,Available-case/completer analysis,p. 2749,Table 4,QoR-40 at discharge: 196 (192-198) vs 192 (188-198).,Table shows a higher EA score; Results prose incorrectly says QoR-40 scores were 'lower' in EA. Higher QoR-40 indicates better recovery.,167,NOT_ANALYSIS_ELIGIBLE,AUDIT-0167,,QoR-40 total score,Day of discharge
2,18,Huang 2025,Length of stay,Hospital length of stay,Postoperative hospitalization,Postoperative EA + ERAS,ERAS/standard care,51,50,43,45,Mean/SD,6.1,1.7,6.2,1.3,NOT REPORTED,NOT REPORTED,days,0.793,NOT REPORTED,Available-case/completer analysis,p. 2749,Table 4,Length of hospital stay: 6.1 (1.7) vs 6.2 (1.3) days.,Table header states mean (SD).,168,ADDED,AUDIT-0168,,Hospital length of stay,Postoperative hospitalization
2,19,Huang 2025,PONV,Vomiting,Postoperative,Postoperative EA + ERAS,ERAS/standard care,51,50,43,45,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,3,9,participants,0.142,NOT REPORTED,Available-case/completer analysis,p. 2749,Table 4,Vomiting: 3/43 vs 9/45.,Table gives postoperative vomiting without a more specific clock-time label.,169,ADDED,AUDIT-0169,,Vomiting,Postoperative
2,20,Huang 2025,Rescue analgesia,Use of additional analgesic,Postoperative,Postoperative EA + ERAS,ERAS/standard care,51,50,43,45,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,1,4,participants,0.385,NOT REPORTED,Available-case/completer analysis,p. 2749,Table 4,Use of additional analgesic: 1/43 vs 4/45.,Methods specify ketorolac tromethamine 30 mg IM for VAS≥6 or patient request within 24 h.,170,ADDED,AUDIT-0170,,Use of additional analgesic,Postoperative
