Canonicalstudy,ComparisonID,Interventionarm,Comparatorarm,Outcomefamily,Outcomeresult,Timepointwindow,Datatype,Randomizednintervention,Randomizedncomparator,Analyzednintervention,Analyzedncomparator,Meanintervention,SDintervention,Medianintervention,Q1intervention,Q3intervention,Eventsintervention,Meancomparator,SDcomparator,Mediancomparator,Q1comparator,Q3comparator,Eventscomparator,Unitscale,ReportedP,Directlyreported,Derivedconverted,Derivedeffectmeasure,Derivedeffect,Exact024hpostoperativeopioi,Primaryopioidmetaanalysiseli,Otheranalysiseligibility,Sharedcontrolmultiarmissue,SourceQCissue,Sourcelocation,SourcePDFURL,Recordstatus,AFlockIDs,AFtargets,AFendpointstratums,AFreconciliationactions,AFincludestrict,AFincludesensitivity,AFoverallRoB,AFunresolvedpriority,AFholdexcludenote,AFsourcetruthresults
Huang 2017,HUANG17_2100_vs_CTRL_REMI,2/100-Hz TEAS,Placebo TEAS/no current,Intraoperative opioid,Total opioid as remifentanil-equivalent rate,Intraoperative,Mean/SD,20,20,20,20,.1128,.034,,,,,.1617,.037,,,,,µg/kg/min remifentanil-equivalent,2/100 vs control P≤0.001,Yes,No,MD,-.0489,No,No,Eligible for intraoperative opioid analysis; shared control requires multi-arm handling,Yes,Four-arm frequency trial; preserve each active frequency separately,Table 2 / intraoperative anesthetic consumption,https://drive.google.com/file/d/1RJGi1PYvw75qVW9UK8CBtJPH4G035ASs/view?usp=drivesdk,SOURCE-VERIFIED,F-intra-004,F-intra,F_intraop_titrated_requirement,MATCHED,0,1,Some concerns,P2,,0.1128±0.034 vs0.1617±0.037 μg/kg/min; P≤0.001
Huang 2017,HUANG17_2HZ_vs_CTRL_REMI,2-Hz TEAS,Placebo TEAS/no current,Intraoperative opioid,Total opioid as remifentanil-equivalent rate,Intraoperative,Mean/SD,20,20,20,20,.1718,.066,,,,,.1617,.037,,,,,µg/kg/min remifentanil-equivalent,NR pairwise vs control,Yes,No,MD,.0101,No,No,Eligible for intraoperative opioid analysis; shared control requires multi-arm handling,Yes,Four-arm frequency trial; preserve each active frequency separately,Table 2 / intraoperative anesthetic consumption,https://drive.google.com/file/d/1RJGi1PYvw75qVW9UK8CBtJPH4G035ASs/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Huang 2017,HUANG17_100HZ_vs_CTRL_REMI,100-Hz TEAS,Placebo TEAS/no current,Intraoperative opioid,Total opioid as remifentanil-equivalent rate,Intraoperative,Mean/SD,20,20,20,20,.1451,.036,,,,,.1617,.037,,,,,µg/kg/min remifentanil-equivalent,NR pairwise vs control,Yes,No,MD,-.0166,No,No,Eligible for intraoperative opioid analysis; shared control requires multi-arm handling,Yes,Four-arm frequency trial; preserve each active frequency separately,Table 2 / intraoperative anesthetic consumption,https://drive.google.com/file/d/1RJGi1PYvw75qVW9UK8CBtJPH4G035ASs/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Huang 2017,HUANG17_POSTOP_SUF_AGG,2/100-Hz TEAS,Placebo TEAS/no current,Opioid consumption,Published postoperative sufentanil aggregate,Observation window unclear,Mean/SD,20,20,20,20,1.67,.59,,,,,1.32,.48,,,,,µg/kg sufentanil,NS,Yes,No,MD,.3499999999999999,No,No,Not eligible for strict 24-h opioid analysis because the aggregate time window is undefined,Yes,Methods mention 6/12/24/48-h assessments but Table 5 gives only one aggregate dose per group,Table 5 / postoperative analgesic consumption,https://drive.google.com/file/d/1RJGi1PYvw75qVW9UK8CBtJPH4G035ASs/view?usp=drivesdk,SOURCE-VERIFIED / WINDOW UNRESOLVED,,,,,0,0,,,,
Huang 2017,HUANG17_OPIOID24,Active TEAS frequency arms,Placebo TEAS/no current,Opioid consumption,Exact cumulative postoperative sufentanil consumption,0-24 h,Not reported,20,20,20,20,,,,,,,,,,,,,µg/kg sufentanil,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,Yes,Exact 24-h group values and PCA demand/delivery counts are not published,Exact 24-h postoperative endpoint absent,https://drive.google.com/file/d/1RJGi1PYvw75qVW9UK8CBtJPH4G035ASs/view?usp=drivesdk,MISSING / AUTHOR DATA NEEDED,,,,,0,0,,,,
He 2026 (hepatectomy/JIS),HEJIS26_TEAS_vs_CTRL_MME24,Intraoperative PC6 TEAS,No-current PC6 control,Opioid consumption,Total postoperative opioid consumption in morphine equivalents,0-24 h,Mean/SD,81,80,80,79,20,2.5,,,,,20.6,4.5,,,,,mg MME,0.30,Yes,No,MD,-.6000000000000014,Yes,Yes,Primary continuous 24-h opioid endpoint,No,Supplemental eTable 1 directly reports MME; mITT excludes one canceled surgery and one consent withdrawal after randomization,"Supplemental Material 2, eTable 1",https://drive.google.com/file/d/1VgOxIOrGe7ZVevkKEVP7G-0V1DXPU0Gf/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
He 2026 (hepatectomy/JIS),HEJIS26_TEAS_vs_CTRL_PONV24,Intraoperative PC6 TEAS,No-current PC6 control,PONV,PONV incidence,0-24 h,Events/total,81,80,80,79,,,,,,19,,,,,,21,participants,0.68,Yes,No,RR,.893452380952381,No,No,Eligible for dichotomous 24-h PONV analysis,No,Primary trial outcome; no meaningful between-group difference,Primary PONV outcome / mITT,https://drive.google.com/file/d/1VgOxIOrGe7ZVevkKEVP7G-0V1DXPU0Gf/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
He 2026 (hepatectomy/JIS),HEJIS26_TEAS_vs_CTRL_PCAATT24,Intraoperative PC6 TEAS,No-current PC6 control,Opioid demand,PCA attempts,24 h,Mean/SD,81,80,80,79,2.7,3.3,,,,,3.5,6.1,,,,,attempts,0.02,Yes,No,MD,-.7999999999999998,No,No,Eligible as 24-h PCA-demand outcome,No,Fewer attempts despite no difference in total MME,Supplemental/secondary outcome,https://drive.google.com/file/d/1VgOxIOrGe7ZVevkKEVP7G-0V1DXPU0Gf/view?usp=drivesdk,SOURCE-VERIFIED,F-PCA-002,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,Some concerns,P1,,2.7±3.3 /2.6±3.3 vs3.5±6.1 /3.5±6.0
He 2026 (breast/WJCO),HEBREAST26_EA_vs_SHAM_MODMOV24,Perioperative EA + flurbiprofen,Sham acupuncture + flurbiprofen,Pain,Moderate-to-severe movement-evoked pain (VAS >4),24 h,Events/total,65,65,65,65,,,,,,32,,,,,,42,participants,<0.05,Yes,No,RR,.7619047619047619,No,No,Eligible for dichotomous 24-h movement-pain analysis,No,"All 130 analyzed; participant masking intended with shallow sham puncture, but sensory differences were possible",Primary outcome / 24-h movement pain,https://drive.google.com/file/d/1D6Js5nTN2AwL5-BB-NIJVoCKVtcbcczH/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
He 2026 (breast/WJCO),HEBREAST26_EA_vs_SHAM_VASMOV24,Perioperative EA + flurbiprofen,Sham acupuncture + flurbiprofen,Pain,Movement VAS,24 h,Mean/SD,65,65,65,65,2.862,.233,,,,,3.954,.233,,,,,VAS,<0.01,Yes,No,MD,-1.092,No,No,Eligible for 24-h movement-pain meta-analysis,No,"Article labels values mean±SD, but identical very small dispersions across arms/timepoints warrant source-verification caution",Postoperative VAS table,https://drive.google.com/file/d/1D6Js5nTN2AwL5-BB-NIJVoCKVtcbcczH/view?usp=drivesdk,SOURCE-VERIFIED / DISPERSION QC,,,,,0,0,,,,
He 2026 (breast/WJCO),HEBREAST26_EA_vs_SHAM_VASREST24,Perioperative EA + flurbiprofen,Sham acupuncture + flurbiprofen,Pain,Resting VAS,24 h,Mean/SD,65,65,65,65,1.789,.174,,,,,2.692,.174,,,,,VAS,<0.01,Yes,No,MD,-.9030000000000002,No,No,Eligible for 24-h rest-pain meta-analysis,No,Same dispersion-format caution as movement VAS,Postoperative VAS table,https://drive.google.com/file/d/1D6Js5nTN2AwL5-BB-NIJVoCKVtcbcczH/view?usp=drivesdk,SOURCE-VERIFIED / DISPERSION QC,,,,,0,0,,,,
He 2026 (breast/WJCO),HEBREAST26_OPIOID24,Perioperative EA + flurbiprofen,Sham acupuncture + flurbiprofen,Opioid consumption,Cumulative rescue morphine consumption,0-24 h,Not reported,65,65,65,65,,,,,,,,,,,,,mg IV morphine,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,"Rescue morphine 1-3 mg IV was allowed, but authors explicitly state rescue opioid consumption was not recorded or compared",Postoperative analgesia limitation,https://drive.google.com/file/d/1D6Js5nTN2AwL5-BB-NIJVoCKVtcbcczH/view?usp=drivesdk,MISSING / NOT RECORDED,,,,,0,0,,,,
Gu 2019,GU19_LTEAS_vs_CTEAS_VAS24,Long-duration TEAS,Sham/no-current TEAS,Pain,VAS pain intensity,24 h,Mean/SD,60,60,58,59,1.98,.39,,,,,2.72,.73,,,,,VAS 0-10,<0.05,Yes,No,MD,-.7400000000000002,No,No,Eligible for 24-h pain analysis,No,Three randomized patients excluded; active 5-30 mA stimulation vs sham no current with no blinding-success assessment,Figure 3 / 24-h VAS,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION + BLINDING QC,,,,,0,0,,,,
Gu 2019,GU19_LTEAS_vs_CTEAS_BOWEL,Long-duration TEAS,Sham/no-current TEAS,GI recovery,Time to first bowel sounds,Postoperative,Mean/SD,60,60,58,59,19.69,7.61,,,,,26.58,7.43,,,,,hours,0.01,Yes,No,MD,-6.889999999999997,No,No,Eligible for GI-recovery analysis,No,First flatus/defecation were patient self-recorded; bowel sounds were nurse-assessed,GI recovery table,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Gu 2019,GU19_LTEAS_vs_CTEAS_FLATUS,Long-duration TEAS,Sham/no-current TEAS,GI recovery,Time to first flatus,Postoperative,Mean/SD,60,60,58,59,36.58,10.75,,,,,43.56,9.57,,,,,hours,0.03,Yes,No,MD,-6.980000000000004,No,No,Eligible for GI-recovery analysis,No,First flatus/defecation were patient self-recorded; bowel sounds were nurse-assessed,GI recovery table,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Gu 2019,GU19_LTEAS_vs_CTEAS_DEFEC,Long-duration TEAS,Sham/no-current TEAS,GI recovery,Time to first defecation,Postoperative,Mean/SD,60,60,58,59,71.48,20.62,,,,,77.27,22.67,,,,,hours,0.04,Yes,No,MD,-5.789999999999992,No,No,Eligible for GI-recovery analysis,No,First flatus/defecation were patient self-recorded; bowel sounds were nurse-assessed,GI recovery table,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Gu 2019,GU19_LTEAS_vs_CTEAS_PCIA4,Long-duration TEAS,Sham/no-current TEAS,Opioid consumption,Cumulative multimodal PCIA solution consumed,4 h,Mean/SD,60,60,58,59,10.02,2.26,,,,,13.38,2.98,,,,,mL solution = numerically same µg sufentanil at 1 µg/mL,<0.05,Yes,Yes,MD,-3.360000000000001,No,No,Usable as PCIA-volume/sufentanil-delivery proxy at stated time only,No,"Pump also contains dexmedetomidine, flurbiprofen and palonosetron; exact 24-h value is graph-only",Figure 4 / 4 h cumulative PCIA,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,SOURCE-VERIFIED / MULTIMODAL PCIA,F-postop-dose-008,F-postop-dose,F_postop_delivered_dose_or_solution,MATCHED,0,0,Some concerns,P1,,4h10.02±2.26 vs13.38±2.98;8h20.55±4.59 vs24.63±3.94;36h72.64±9.74 vs76.01±10.43 mL
Gu 2019,GU19_LTEAS_vs_CTEAS_PCIA8,Long-duration TEAS,Sham/no-current TEAS,Opioid consumption,Cumulative multimodal PCIA solution consumed,8 h,Mean/SD,60,60,58,59,20.55,4.59,,,,,24.63,3.94,,,,,mL solution = numerically same µg sufentanil at 1 µg/mL,<0.05,Yes,Yes,MD,-4.079999999999998,No,No,Usable as PCIA-volume/sufentanil-delivery proxy at stated time only,No,"Pump also contains dexmedetomidine, flurbiprofen and palonosetron; exact 24-h value is graph-only",Figure 4 / 8 h cumulative PCIA,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,SOURCE-VERIFIED / MULTIMODAL PCIA,F-postop-dose-008,F-postop-dose,F_postop_delivered_dose_or_solution,MATCHED,0,0,Some concerns,P1,,4h10.02±2.26 vs13.38±2.98;8h20.55±4.59 vs24.63±3.94;36h72.64±9.74 vs76.01±10.43 mL
Gu 2019,GU19_LTEAS_vs_CTEAS_PCIA36,Long-duration TEAS,Sham/no-current TEAS,Opioid consumption,Cumulative multimodal PCIA solution consumed,36 h,Mean/SD,60,60,58,59,72.64,9.74,,,,,76.01000000000001,10.43,,,,,mL solution = numerically same µg sufentanil at 1 µg/mL,<0.05,Yes,Yes,MD,-3.370000000000005,No,No,Usable as PCIA-volume/sufentanil-delivery proxy at stated time only,No,"Pump also contains dexmedetomidine, flurbiprofen and palonosetron; exact 24-h value is graph-only",Figure 4 / 36 h cumulative PCIA,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,SOURCE-VERIFIED / MULTIMODAL PCIA,F-postop-dose-008,F-postop-dose,F_postop_delivered_dose_or_solution,MATCHED,0,0,Some concerns,P1,,4h10.02±2.26 vs13.38±2.98;8h20.55±4.59 vs24.63±3.94;36h72.64±9.74 vs76.01±10.43 mL
Gu 2019,GU19_OPIOID24,Long-duration TEAS,Sham/no-current TEAS,Opioid consumption,Exact cumulative 24-h postoperative sufentanil,0-24 h,Graph-only / not numerically reported,60,60,58,59,,,,,,,,,,,,,µg sufentanil,,No,No,,,Yes,No,Not meta-analysis-ready without graph digitization or author data,No,24-h PCIA point is visible graphically but not numerically reported,Figure 4 / 24-h point,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,FIGURE ONLY / DIGITIZATION NEEDED,,,,,0,0,,,,
Guo 2023,GUO23_TEAS_vs_SHAM_POCD1,Perioperative TEAS,Sham/no-current TEAS,Neurocognitive,Postoperative cognitive dysfunction (MoCA decline ≥1 SD),POD1,Events/total,64,64,55,55,,,,,,11,,,,,,36,participants,<0.001,Percentages reported; counts derived from n=55 completers,Yes,RR,.3055555555555556,No,No,Eligible only as complete-case POCD result; attrition sensitivity needed,No,"18/128 randomized participants excluded from analysis, including conversions, repeat surgery, refusal and deaths",Primary POCD result,https://drive.google.com/file/d/1Idfl7rfZhgAUJHDpsmgzp17ADiGvrU8C/view?usp=drivesdk,SOURCE-VERIFIED / COUNTS DERIVED + HIGH ATTRITION,,,,,0,0,,,,
Guo 2023,GUO23_TEAS_vs_SHAM_POCD7,Perioperative TEAS,Sham/no-current TEAS,Neurocognitive,Postoperative cognitive dysfunction (MoCA decline ≥1 SD),POD7,Events/total,64,64,55,55,,,,,,4,,,,,,24,participants,<0.001,Percentages reported; counts derived from n=55 completers,Yes,RR,.1666666666666667,No,No,Eligible only as complete-case POCD result; attrition sensitivity needed,No,"18/128 randomized participants excluded from analysis, including conversions, repeat surgery, refusal and deaths",Primary POCD result,https://drive.google.com/file/d/1Idfl7rfZhgAUJHDpsmgzp17ADiGvrU8C/view?usp=drivesdk,SOURCE-VERIFIED / COUNTS DERIVED + HIGH ATTRITION,,,,,0,0,,,,
Guo 2023,GUO23_TEAS_vs_SHAM_POCD30,Perioperative TEAS,Sham/no-current TEAS,Neurocognitive,Postoperative cognitive dysfunction (MoCA decline ≥1 SD),POD30,Events/total,64,64,55,55,,,,,,2,,,,,,22,participants,<0.001,Percentages reported; counts derived from n=55 completers,Yes,RR,.0909090909090909,No,No,Eligible only as complete-case POCD result; attrition sensitivity needed,No,"18/128 randomized participants excluded from analysis, including conversions, repeat surgery, refusal and deaths",Primary POCD result,https://drive.google.com/file/d/1Idfl7rfZhgAUJHDpsmgzp17ADiGvrU8C/view?usp=drivesdk,SOURCE-VERIFIED / COUNTS DERIVED + HIGH ATTRITION,,,,,0,0,,,,
Guo 2023,GUO23_TEAS_vs_SHAM_REMI,Perioperative TEAS,Sham/no-current TEAS,Intraoperative opioid,Remifentanil consumption,Intraoperative,Mean/SD,64,64,55,55,.87,.3,,,,,1.01,.39,,,,,mg remifentanil,0.040,Yes,No,MD,-.14,No,No,Eligible for intraoperative opioid-sparing analysis,No,Complete-case n=55/group,Perioperative anesthetic table,https://drive.google.com/file/d/1Idfl7rfZhgAUJHDpsmgzp17ADiGvrU8C/view?usp=drivesdk,SOURCE-VERIFIED,F-intra-010,F-intra,F_intraop_titrated_requirement,MATCHED,0,1,Some concerns,,,0.87±0.30 vs1.01±0.39 mg; P=0.040
Guo 2023,GUO23_PAINPOD1,Perioperative TEAS,Sham/no-current TEAS,Pain,NRS pain intensity,POD1,Graph-only continuous data,64,64,55,55,,,,,,,,,,,,,NRS,<0.001,No,No,,,No,No,Not ready for continuous pooling without digitization/author data,No,Exact means/SDs are figure-only,Figure 3B,https://drive.google.com/file/d/1Idfl7rfZhgAUJHDpsmgzp17ADiGvrU8C/view?usp=drivesdk,FIGURE ONLY / DIGITIZATION NEEDED,,,,,0,0,,,,
Guo 2023,GUO23_OPIOID24,Perioperative TEAS,Sham/no-current TEAS,Opioid consumption,Actual postoperative sufentanil consumption,0-24 h,Not reported,64,64,55,55,,,,,,,,,,,,,µg sufentanil,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,PCIA prescription is reported but actual delivered 24-h/48-h sufentanil is not,Postoperative PCIA section,https://drive.google.com/file/d/1Idfl7rfZhgAUJHDpsmgzp17ADiGvrU8C/view?usp=drivesdk,MISSING / AUTHOR DATA NEEDED,,,,,0,0,,,,
Grech 2016,GRECH16_EA_vs_CTRL_PACU_MME_WOMEN,Intraoperative low-frequency EA,Sham/control,Opioid consumption,PACU analgesic requirement in women-only subgroup,PACU,Graph-only morphine-equivalent outcome,11,9,9,9,,,,,,,,,,,,,mg morphine-equivalent,Significant; authors report ~60% lower in EA women,No,No,,,No,No,Not quantitatively meta-analysis-ready without exact graph values or author data,No,Post hoc women-only subgroup excludes two men from EA arm; exact means/SEM are not tabulated,Figure 1D / women-only PACU analgesic requirement,https://drive.google.com/file/d/1U3KShiAZKL8n9hxSpBkhuhuQHW2EN-IY/view?usp=drivesdk,GRAPH ONLY / POST-HOC SUBGROUP,,,,,0,0,,,,
Grech 2016,GRECH16_EA_vs_CTRL_OPIOID24,Intraoperative low-frequency EA,Sham/control,Opioid consumption,Exact cumulative 24-h postoperative morphine-equivalent consumption,0-24 h,Not reported,11,9,,,,,,,,,,,,,,,mg morphine-equivalent,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,Day-1 analgesic use is graphical and exact 24-h mean/dispersion is not tabulated,Postoperative analgesic figures,https://drive.google.com/file/d/1U3KShiAZKL8n9hxSpBkhuhuQHW2EN-IY/view?usp=drivesdk,MISSING / AUTHOR DATA NEEDED,,,,,0,0,,,,
Grech 2016,GRECH16_EA_vs_CTRL_PAIN,Intraoperative low-frequency EA,Sham/control,Pain,Postoperative VAS pain,PACU and POD1-3,Graph-only continuous data,11,9,,,,,,,,,,,,,,,VAS 0-10,No significant overall difference,No,No,,,No,No,Not ready for continuous pooling without digitization,No,Exact numeric pain means/SEM are not tabulated,Postoperative pain figures,https://drive.google.com/file/d/1U3KShiAZKL8n9hxSpBkhuhuQHW2EN-IY/view?usp=drivesdk,FIGURE ONLY,,,,,0,0,,,,
Gao 2021,GAO21_TEAS_vs_SHAM_POI,Postoperative TEAS,Sham/no-current TEAS,GI recovery,Postoperative paralytic ileus: no flatus >72 h,Postoperative,Events/total,303,307,303,307,,,,,,98,,,,,,126,participants,0.026,Yes,No,RR,.788045471213788,No,No,Eligible for dichotomous POI analysis,No,Full ITT of all 610 randomized; participant sensory masking limited because active TEAS was perceptible,Primary POI outcome,https://drive.google.com/file/d/1QbM6CNi8KfBXmMTqG1ASm3hK05cz_hKQ/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Gao 2021,GAO21_TEAS_vs_SHAM_FLATUS,Postoperative TEAS,Sham/no-current TEAS,GI recovery,Time to first flatus,Postoperative,Mean/SD,303,307,303,307,63.4,29,,,,,76.3,37.9,,,,,hours,0.001,Yes,No,MD,-12.9,No,No,Eligible for GI-recovery analysis,No,Full randomized sample retained; participant awareness may influence self-reported GI milestones,GI recovery outcomes,https://drive.google.com/file/d/1QbM6CNi8KfBXmMTqG1ASm3hK05cz_hKQ/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Gao 2021,GAO21_TEAS_vs_SHAM_DEFEC,Postoperative TEAS,Sham/no-current TEAS,GI recovery,Time to first defecation,Postoperative,Mean/SD,303,307,303,307,106.7,65.59999999999999,,,,,121.5,65.59999999999999,,,,,hours,0.005,Yes,No,MD,-14.8,No,No,Eligible for GI-recovery analysis,No,Full randomized sample retained; participant awareness may influence self-reported GI milestones,GI recovery outcomes,https://drive.google.com/file/d/1QbM6CNi8KfBXmMTqG1ASm3hK05cz_hKQ/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Gao 2021,GAO21_TEAS_vs_SHAM_DIET,Postoperative TEAS,Sham/no-current TEAS,GI recovery,Time to resume normal diet,Postoperative,Mean/SD,303,307,303,307,373.9,224.9,,,,,425.5,235.6,,,,,hours,0.006,Yes,No,MD,-51.60000000000002,No,No,Eligible for GI-recovery analysis,No,Full randomized sample retained; participant awareness may influence self-reported GI milestones,GI recovery outcomes,https://drive.google.com/file/d/1QbM6CNi8KfBXmMTqG1ASm3hK05cz_hKQ/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Gao 2021,GAO21_OPIOID24,Postoperative TEAS,Sham/no-current TEAS,Opioid consumption,Exact cumulative postoperative opioid consumption,0-24 h,Not reported,303,307,303,307,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,"Main article reports only whether postoperative analgesia was used, not drug-specific dose/route/PCA consumption",Postoperative analgesia section,https://drive.google.com/file/d/1QbM6CNi8KfBXmMTqG1ASm3hK05cz_hKQ/view?usp=drivesdk,MISSING / NOT REPORTED,,,,,0,0,,,,
Yeh 2010,YEH10_AES_vs_SHAM_MORPH24,True-acupoint AES,Electrical sham/nonmeridian AES,Opioid consumption,24-h morphine PCA dose,First 24 postoperative hours,Mean/SD,,,33,30,18.6,9.699999999999999,,,,,21.6,13.1,,,,,mg morphine; source explicitly calls PCA epidural,AES-vs-sham pairwise significance NR,Yes,No,MD,-3,Yes,Conditional,SOURCE VALID BUT META-ANALYSIS HOLD until PCA route and report overlap with Yeh 2011 are resolved,Yes,Probable overlapping publication/cohort with Yeh 2011. Five of 99 entrants did not complete and randomized arm assignment of losses is NR. Do not treat both papers as independent.,Table 4 / 24-h opiate dose,https://drive.google.com/file/d/1a1s31PQPWGnaVkYUtNUxO22F3QFTcwmi/view?usp=drivesdk,SOURCE-VERIFIED / DUPLICATE-OVERLAP HOLD,F-postop-dose-003,F-postop-dose,F_postop_delivered_dose_or_solution,MATCHED,0,0,Some concerns,P1,HOLD overlap review,True18.6±9.7 vs sham21.6±13.1 mg
Yeh 2010,YEH10_AES_vs_CONTROL_MORPH24,True-acupoint AES,No-AES control,Opioid consumption,24-h morphine PCA dose,First 24 postoperative hours,Mean/SD,,,33,31,18.6,9.699999999999999,,,,,27.2,12.5,,,,,mg morphine; source explicitly calls PCA epidural,0.02,Yes,No,MD,-8.599999999999998,Yes,Conditional,Use only if no-treatment comparator is prespecified AND overlap with Yeh 2011 is resolved,Yes,Same probable overlapping cohort issue; route must not be silently recoded as IV.,Table 4 / 24-h opiate dose,https://drive.google.com/file/d/1a1s31PQPWGnaVkYUtNUxO22F3QFTcwmi/view?usp=drivesdk,SOURCE-VERIFIED / DUPLICATE-OVERLAP HOLD,,,,,0,0,,,,
Yeh 2011,YEH11_AES_vs_SHAM_MORPH24,True-acupoint AES,Electrical sham/nonacupoint AES,Opioid consumption,24-h IV morphine PCA dose,First 24 postoperative hours,Mean/SD,30,30,30,30,19.3,9.699999999999999,,,,,21.6,13.1,,,,,mg IV morphine,AES-vs-sham pairwise significance NR,Yes,No,MD,-2.300000000000001,Yes,Conditional,SOURCE VALID BUT META-ANALYSIS HOLD until overlap with Yeh 2010 is resolved,Yes,"Highly similar to Yeh 2010 in population, acupoints, comparator and 24-h opioid values; do not count independently until cohort/publication linkage is adjudicated.",Table 3 / 24-h opiate dose,https://drive.google.com/file/d/1ZJ60ZvJ5Q7sRu1iptK_tLLfBXxZZ_Hwl/view?usp=drivesdk,SOURCE-VERIFIED / DUPLICATE-OVERLAP HOLD,F-postop-dose-010,F-postop-dose,F_postop_delivered_dose_or_solution,MATCHED,0,0,Some concerns,P1,HOLD — potential overlap,AES19.3±9.7 vs sham21.6±13.1 vs control28.0±12.1 mg
Yeh 2011,YEH11_AES_vs_CONTROL_MORPH24,True-acupoint AES,No-AES control,Opioid consumption,24-h IV morphine PCA dose,First 24 postoperative hours,Mean/SD,30,30,30,30,19.3,9.699999999999999,,,,,28,12.1,,,,,mg IV morphine,0.023,Yes,No,MD,-8.699999999999999,Yes,Conditional,Use only if no-treatment contrast is prespecified and overlap is resolved,Yes,Sequential allocation without sealed envelopes; probable overlapping publication family with Yeh 2010.,Table 3 / 24-h opiate dose,https://drive.google.com/file/d/1ZJ60ZvJ5Q7sRu1iptK_tLLfBXxZZ_Hwl/view?usp=drivesdk,SOURCE-VERIFIED / DUPLICATE-OVERLAP HOLD,,,,,0,0,,,,
Wong 2006,WONG06_EA_vs_SHAM_MORPHD0,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,Opioid consumption,IV PCA morphine consumption,Day 0,Mean/SD,13,14,13,12,8.300000000000001,4.9,,,,,7.8,6.4,,,,,mg IV morphine,0.84,Yes,No,MD,.5000000000000009,No,No,Eligible only at the published postoperative-day/3-day window; not a strict 0-24-h endpoint,No,Both groups also received scheduled oral dextropropoxyphene. Two randomized sham patients were excluded after serious postoperative complications.,Table 2 / postoperative PCA morphine,https://drive.google.com/file/d/1-XmRdgXyZmOmKIDRhL80sxha5M2P00jd/view?usp=drivesdk,SOURCE-VERIFIED / DAY-LABEL WINDOW QC,,,,,0,0,,,,
Wong 2006,WONG06_EA_vs_SHAM_MORPHD1,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,Opioid consumption,IV PCA morphine consumption,Day 1,Mean/SD,13,14,13,12,18,8.800000000000001,,,,,18.8,9.800000000000001,,,,,mg IV morphine,0.83,Yes,No,MD,-.8000000000000007,No,No,Eligible only at the published postoperative-day/3-day window; not a strict 0-24-h endpoint,No,Both groups also received scheduled oral dextropropoxyphene. Two randomized sham patients were excluded after serious postoperative complications.,Table 2 / postoperative PCA morphine,https://drive.google.com/file/d/1-XmRdgXyZmOmKIDRhL80sxha5M2P00jd/view?usp=drivesdk,SOURCE-VERIFIED / DAY-LABEL WINDOW QC,,,,,0,0,,,,
