change_id,study,source_audit_batch,change_type,sheet,old_value_or_status,new_value_or_status,outcome_family,outcome_result,timepoint,intervention,comparator,source_pdf,drive_link,page,table_or_figure,reason,analysis_impact,primary_model_impact,rob2_action,resolved_or_hold
V34-01272,Ng 2013,,UPDATED_EXISTING,Set_GI_Recovery,"{""excel_row"":9,""cells"":{""28"":""INCLUDE — SECONDARY GI"",""29"":""Source-valid GI recovery outcome; analyze separately by outcome definition."",""30"":null,""31"":""None"",""32"":""Some concerns"",""33"":""Yes — selected RoB is for a different result/timepoint"",""35"":""Shared-control / multi-arm contrast"",""36"":""Shared comparator present; avoid double-counting controls."",""39"":null,""40"":null,""41"":null,""42"":null,""43"":null}}","{""excel_row"":9,""cells"":{""28"":""INCLUDE"",""29"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""30"":""Ng 2013"",""31"":""No new imputation, digitization, median conversion or proxy MME"",""32"":""ROB2_RESULT_SPECIFIC_PENDING"",""33"":""Yes"",""35"":""Native secondary candidate / hold; see status"",""36"":""One independent contrast per study per compatible model; preserve multi-arm/stratum dependencies."",""39"":""V33-OD-0115"",""40"":""GI — first defecation"",""41"":""EA"",""42"":""Sham"",""43"":""postoperative""}}",,Time to first bowel motion / defecation,Postoperative,Electroacupuncture,Sham acupuncture,,https://drive.google.com/file/d/1R1zCiyfWvuSp99Hi2U_K1__8kgdi90gd/view?usp=drivesdk,,,Rebuild current source/derived view; original v33 worksheet retained in frozen input. Coordinate-keyed cell delta.,Rebuilt current view / provenance; consult row IDs and native analysis manifest,None — strict primary k=7 and numerical results unchanged,No new automatic RoB judgments,TRACEABLE UPDATE
V34-01273,Ng 2013,,UPDATED_EXISTING,Set_GI_Recovery,"{""excel_row"":10,""cells"":{""28"":""INCLUDE — SECONDARY GI"",""29"":""Source-valid GI recovery outcome; analyze separately by outcome definition."",""30"":null,""31"":""None"",""32"":""Some concerns"",""33"":""Yes — selected RoB is for a different result/timepoint"",""35"":""Shared-control / multi-arm contrast"",""36"":""Shared comparator present; avoid double-counting controls."",""39"":null,""40"":null,""41"":null,""42"":null,""43"":null}}","{""excel_row"":10,""cells"":{""28"":""INCLUDE"",""29"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""30"":""Ng 2013"",""31"":""No new imputation, digitization, median conversion or proxy MME"",""32"":""ROB2_RESULT_SPECIFIC_PENDING"",""33"":""Yes"",""35"":""Native secondary candidate / hold; see status"",""36"":""One independent contrast per study per compatible model; preserve multi-arm/stratum dependencies."",""39"":""V33-OD-0116"",""40"":""GI — first defecation"",""41"":""EA"",""42"":""Usual care"",""43"":""postoperative""}}",,Time to first bowel motion / defecation,Postoperative,Electroacupuncture,No acupuncture,,https://drive.google.com/file/d/1R1zCiyfWvuSp99Hi2U_K1__8kgdi90gd/view?usp=drivesdk,,,Rebuild current source/derived view; original v33 worksheet retained in frozen input. Coordinate-keyed cell delta.,Rebuilt current view / provenance; consult row IDs and native analysis manifest,None — strict primary k=7 and numerical results unchanged,No new automatic RoB judgments,TRACEABLE UPDATE
V34-01274,Ng 2013,,UPDATED_EXISTING,Set_GI_Recovery,"{""excel_row"":11,""cells"":{""29"":""Source-valid first-flatus/ileus endpoint; retain reported distribution (mean/SD, median/IQR, or events)."",""30"":null,""31"":""None"",""32"":""Some concerns"",""33"":""Yes — selected RoB is for a different result/timepoint"",""35"":""Shared-control / multi-arm contrast"",""36"":""Shared comparator present; avoid double-counting controls."",""39"":null,""40"":null,""41"":null,""42"":null,""43"":null}}","{""excel_row"":11,""cells"":{""29"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""30"":""Ng 2013"",""31"":""No new imputation, digitization, median conversion or proxy MME"",""32"":""ROB2_RESULT_SPECIFIC_PENDING"",""33"":""Yes"",""35"":""Native secondary candidate / hold; see status"",""36"":""One independent contrast per study per compatible model; preserve multi-arm/stratum dependencies."",""39"":""V33-OD-0117"",""40"":""GI — first flatus"",""41"":""EA"",""42"":""Sham"",""43"":""postoperative""}}",,Time to first flatus,Postoperative,Electroacupuncture,Sham acupuncture,,https://drive.google.com/file/d/1R1zCiyfWvuSp99Hi2U_K1__8kgdi90gd/view?usp=drivesdk,,,Rebuild current source/derived view; original v33 worksheet retained in frozen input. Coordinate-keyed cell delta.,Rebuilt current view / provenance; consult row IDs and native analysis manifest,None — strict primary k=7 and numerical results unchanged,No new automatic RoB judgments,TRACEABLE UPDATE
V34-01275,Lu 2022,1,UPDATED_EXISTING,Set_GI_Recovery,"{""excel_row"":12,""cells"":{""29"":""Source-valid first-flatus/ileus endpoint; retain reported distribution (mean/SD, median/IQR, or events)."",""31"":""None"",""32"":""High"",""33"":""Yes — selected RoB is for a different result/timepoint"",""35"":""Primary eligible contrast"",""36"":""Count this study once per synthesis unless a valid multi-arm method is used."",""39"":null,""40"":null,""41"":null,""42"":null,""43"":null}}","{""excel_row"":12,""cells"":{""29"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""31"":""No new imputation, digitization, median conversion or proxy MME"",""32"":""ROB2_RESULT_SPECIFIC_PENDING"",""33"":""Yes"",""35"":""Native secondary candidate / hold; see status"",""36"":""One independent contrast per study per compatible model; preserve multi-arm/stratum dependencies."",""39"":""V33-OD-0134"",""40"":""GI — first flatus"",""41"":""TEAS"",""42"":""Sham"",""43"":""postoperative""}}",,Time to first flatus,Postoperative,TEAS + ERAS,No-current control + ERAS,getfile.php-3.pdf,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,,,Rebuild current source/derived view; original v33 worksheet retained in frozen input. Coordinate-keyed cell delta.,Rebuilt current view / provenance; consult row IDs and native analysis manifest,None — strict primary k=7 and numerical results unchanged,No new automatic RoB judgments,TRACEABLE UPDATE
V34-01276,Lu 2022,1,UPDATED_EXISTING,Set_GI_Recovery,"{""excel_row"":13,""cells"":{""28"":""INCLUDE — SECONDARY GI"",""29"":""Source-valid GI recovery outcome; analyze separately by outcome definition."",""31"":""None"",""32"":""High"",""33"":""Yes — selected RoB is for a different result/timepoint"",""35"":""Primary eligible contrast"",""36"":""Count this study once per synthesis unless a valid multi-arm method is used."",""39"":null,""40"":null,""41"":null,""42"":null,""43"":null}}","{""excel_row"":13,""cells"":{""28"":""INCLUDE"",""29"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""31"":""No new imputation, digitization, median conversion or proxy MME"",""32"":""ROB2_RESULT_SPECIFIC_PENDING"",""33"":""Yes"",""35"":""Native secondary candidate / hold; see status"",""36"":""One independent contrast per study per compatible model; preserve multi-arm/stratum dependencies."",""39"":""V33-OD-0135"",""40"":""GI — first defecation"",""41"":""TEAS"",""42"":""Sham"",""43"":""postoperative""}}",,Time to first defecation,Postoperative,TEAS + ERAS,No-current control + ERAS,getfile.php-3.pdf,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,,,Rebuild current source/derived view; original v33 worksheet retained in frozen input. Coordinate-keyed cell delta.,Rebuilt current view / provenance; consult row IDs and native analysis manifest,None — strict primary k=7 and numerical results unchanged,No new automatic RoB judgments,TRACEABLE UPDATE
V34-01277,Li 2021,1,UPDATED_EXISTING,Set_GI_Recovery,"{""excel_row"":14,""cells"":{""28"":""INCLUDE — SECONDARY GI"",""29"":""Source-valid GI recovery outcome; analyze separately by outcome definition."",""31"":""Use median/IQR-compatible meta-analysis method; do not relabel as mean/SD"",""32"":""High"",""33"":""No — selected RoB matches this result"",""35"":""Primary eligible contrast"",""36"":""Count this study once per synthesis unless a valid multi-arm method is used."",""39"":null,""40"":null,""41"":null,""42"":null,""43"":null}}","{""excel_row"":14,""cells"":{""28"":""NARRATIVE ONLY"",""29"":""Median and original dispersion preserved; no mean/SD conversion or MD pooling."",""31"":""No new imputation, digitization, median conversion or proxy MME"",""32"":""EXISTING_RESULT_SPECIFIC: High"",""33"":""No — exact existing result link"",""35"":""Native secondary candidate / hold; see status"",""36"":""One independent contrast per study per compatible model; preserve multi-arm/stratum dependencies."",""39"":""V33-OD-0152"",""40"":""GI — first defecation"",""41"":""TEAS"",""42"":""Sham"",""43"":""postoperative""}}",,Time to first bowel motion by auscultation,Postoperative,Perioperative TEAS,Sham-point/no current,covidence_437_full_article.pdf,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,,,Rebuild current source/derived view; original v33 worksheet retained in frozen input. Coordinate-keyed cell delta.,Rebuilt current view / provenance; consult row IDs and native analysis manifest,None — strict primary k=7 and numerical results unchanged,No new automatic RoB judgments,TRACEABLE UPDATE
V34-01278,Li 2021,1,UPDATED_EXISTING,Set_GI_Recovery,"{""excel_row"":15,""cells"":{""28"":""INCLUDE"",""29"":""Source-valid first-flatus/ileus endpoint; retain reported distribution (mean/SD, median/IQR, or events)."",""31"":""Use median/IQR-compatible meta-analysis method; do not relabel as mean/SD"",""32"":""High"",""33"":""Yes — selected RoB is for a different result/timepoint"",""35"":""Primary eligible contrast"",""36"":""Count this study once per synthesis unless a valid multi-arm method is used."",""39"":null,""40"":null,""41"":null,""42"":null,""43"":null}}","{""excel_row"":15,""cells"":{""28"":""NARRATIVE ONLY"",""29"":""Median and original dispersion preserved; no mean/SD conversion or MD pooling."",""31"":""No new imputation, digitization, median conversion or proxy MME"",""32"":""ROB2_RESULT_SPECIFIC_PENDING"",""33"":""Yes"",""35"":""Native secondary candidate / hold; see status"",""36"":""One independent contrast per study per compatible model; preserve multi-arm/stratum dependencies."",""39"":""V33-OD-0153"",""40"":""GI — first flatus"",""41"":""TEAS"",""42"":""Sham"",""43"":""postoperative""}}",,Time to first flatus,Postoperative,Perioperative TEAS,Sham-point/no current,covidence_437_full_article.pdf,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,,,Rebuild current source/derived view; original v33 worksheet retained in frozen input. Coordinate-keyed cell delta.,Rebuilt current view / provenance; consult row IDs and native analysis manifest,None — strict primary k=7 and numerical results unchanged,No new automatic RoB judgments,TRACEABLE UPDATE
V34-01279,Li 2021,1,UPDATED_EXISTING,Set_GI_Recovery,"{""excel_row"":16,""cells"":{""28"":""INCLUDE — SECONDARY GI"",""29"":""Source-valid GI recovery outcome; analyze separately by outcome definition."",""31"":""Binary effect measure (RR preferred per protocol)"",""32"":""High"",""33"":""Yes — selected RoB is for a different result/timepoint"",""35"":""Primary eligible contrast"",""36"":""Count this study once per synthesis unless a valid multi-arm method is used."",""39"":null,""40"":null,""41"":null,""42"":null,""43"":null}}","{""excel_row"":16,""cells"":{""28"":""INCLUDE"",""29"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""31"":""No new imputation, digitization, median conversion or proxy MME"",""32"":""ROB2_RESULT_SPECIFIC_PENDING"",""33"":""Yes"",""35"":""Native secondary candidate / hold; see status"",""36"":""One independent contrast per study per compatible model; preserve multi-arm/stratum dependencies."",""39"":""V33-OD-0154"",""40"":""GI — bowel sounds"",""41"":""TEAS"",""42"":""Sham"",""43"":""postoperative""}}",,Postoperative gastrointestinal dysfunction: no bowel sounds >48 h,Postoperative,Perioperative TEAS,Sham-point/no current,covidence_437_full_article.pdf,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,,,Rebuild current source/derived view; original v33 worksheet retained in frozen input. Coordinate-keyed cell delta.,Rebuilt current view / provenance; consult row IDs and native analysis manifest,None — strict primary k=7 and numerical results unchanged,No new automatic RoB judgments,TRACEABLE UPDATE
V34-01280,Jiang 2026,2,UPDATED_EXISTING,Set_GI_Recovery,"{""excel_row"":17,""cells"":{""28"":""INCLUDE"",""29"":""Source-valid first-flatus/ileus endpoint; retain reported distribution (mean/SD, median/IQR, or events)."",""31"":""Use median/IQR-compatible meta-analysis method; do not relabel as mean/SD"",""32"":""Some concerns"",""33"":""No — selected RoB matches this result"",""35"":""Primary eligible contrast"",""36"":""Count this study once per synthesis unless a valid multi-arm method is used."",""39"":null,""40"":null,""41"":null,""42"":null,""43"":null}}","{""excel_row"":17,""cells"":{""28"":""NARRATIVE ONLY"",""29"":""Median and original dispersion preserved; no mean/SD conversion or MD pooling."",""31"":""No new imputation, digitization, median conversion or proxy MME"",""32"":""EXISTING_RESULT_SPECIFIC: Some concerns"",""33"":""No — exact existing result link"",""35"":""Native secondary candidate / hold; see status"",""36"":""One independent contrast per study per compatible model; preserve multi-arm/stratum dependencies."",""39"":""V33-OD-0193"",""40"":""GI — first flatus"",""41"":""TEAS"",""42"":""Sham"",""43"":""postoperative""}}",,Time to first flatus,Postoperative,Perioperative TEAS,Sham/no current,study_4_Jiang_2026.pdf,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,,,Rebuild current source/derived view; original v33 worksheet retained in frozen input. Coordinate-keyed cell delta.,Rebuilt current view / provenance; consult row IDs and native analysis manifest,None — strict primary k=7 and numerical results unchanged,No new automatic RoB judgments,TRACEABLE UPDATE
V34-01281,Jiang 2026,2,UPDATED_EXISTING,Set_GI_Recovery,"{""excel_row"":18,""cells"":{""28"":""INCLUDE"",""29"":""Source-valid first-flatus/ileus endpoint; retain reported distribution (mean/SD, median/IQR, or events)."",""31"":""Use median/IQR-compatible meta-analysis method; do not relabel as mean/SD"",""32"":""Some concerns"",""33"":""No — selected RoB matches this result"",""35"":""Primary eligible contrast"",""36"":""Count this study once per synthesis unless a valid multi-arm method is used."",""39"":null,""40"":null,""41"":null,""42"":null,""43"":null}}","{""excel_row"":18,""cells"":{""28"":""NARRATIVE ONLY"",""29"":""Median and original dispersion preserved; no mean/SD conversion or MD pooling."",""31"":""No new imputation, digitization, median conversion or proxy MME"",""32"":""EXISTING_RESULT_SPECIFIC: Some concerns"",""33"":""No — exact existing result link"",""35"":""Native secondary candidate / hold; see status"",""36"":""One independent contrast per study per compatible model; preserve multi-arm/stratum dependencies."",""39"":""V33-OD-0194"",""40"":""GI — first flatus"",""41"":""TEAS"",""42"":""Sham"",""43"":""modified-itt-type analysis among intervention recipients""}}",,Time to first flatus,Modified-ITT-type analysis among intervention recipients,Perioperative TEAS,Sham/no current,study_4_Jiang_2026.pdf,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,,,Rebuild current source/derived view; original v33 worksheet retained in frozen input. Coordinate-keyed cell delta.,Rebuilt current view / provenance; consult row IDs and native analysis manifest,None — strict primary k=7 and numerical results unchanged,No new automatic RoB judgments,TRACEABLE UPDATE
